Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7002141327623126 (0.4586553836113952),0.7121535181236673 (0.45324264964668787),0.6843137254901961 (0.46524495481856526)
Spectralis,0.68125 (0.4674549721025505),0.8810810810810811 (0.3245714882715746),0.8502994011976048 (0.3578507212995093)
Topcon,0.86810551558753 (0.3387824755839272),0.8542141230068337 (0.35329403548297805),0.8739495798319328 (0.332372012591368)
