,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration21,0.40 (0.07),0.53 (0.04),0.37 (0.09),0.42 (0.09),0.61 (0.03),0.33 (0.13),0.61 (0.17),0.56 (0.07),0.60 (0.24),0.48 (0.08),0.56 (0.03),0.45 (0.11)
