Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.5682809765276033 (0.3475564318883769),0.9794760113582015 (0.077861720181602),0.5390625 (0.5004304249705652)
TRAIN010,0.8701353669166565 (0.2887474402405561),0.9453125 (0.22826265262341358),0.9140625 (0.2813730045980521)
TRAIN011,0.8074240598361939 (0.33148927931830857),0.7276850070338696 (0.3860588433225308),0.5356855572899804 (0.46458784593634167)
TRAIN013,0.7780966714490205 (0.34443501488236283),0.776623114477843 (0.3069491291424217),0.7738204083871096 (0.2760179084453102)
TRAIN015,0.4375 (0.49802760572381133),0.8951263199560344 (0.10359287713011144),0.8412654271814972 (0.2715934291855389)
TRAIN028,0.8979591836734694 (0.3058388709205983),0.9377850628629023 (0.13475456742433872),0.9123673122756335 (0.21382180823404695)
TRAIN029,0.9039909207091039 (0.17830305568161176),0.9664862192406947 (0.14570136500131825),0.9795918367346939 (0.14285714285714285)
TRAIN032,0.7080191176156608 (0.1188806704746968),0.8503346795938453 (0.24173994943454105),0.8571428571428571 (0.3535533905932738)
TRAIN041,0.7834105528130824 (0.4042890022278527),1.0 (0.0),0.9387755102040817 (0.2422260708259025)
TRAIN046,0.7254455582219728 (0.2644399945001335),0.4176401678396731 (0.48327754218128366),0.7359259657713831 (0.3450387109903159)
TRAIN049,0.8125 (0.39184602471712554),0.8046316260006279 (0.3578999337383851),0.4764491501264274 (0.45265134016671044)
TRAIN050,0.34491896320832893 (0.40937439408546217),0.796875 (0.4039056372217743),0.7535320025635883 (0.34286422993625715)
TRAIN051,0.44802210619673133 (0.41266228594520565),0.8756676553748548 (0.2933232726690207),0.828125 (0.37875417411488516)
TRAIN056,0.3641839537303895 (0.42219694048049417),0.859375 (0.3503824441133676),0.65625 (0.4787135538781691)
