Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8386363636363636 (0.36828476966555684),0.858085808580858 (0.3492503886140015),0.9288321167883211 (0.257339973720538)
Spectralis,0.7777777777777778 (0.4175278456770384),0.9037037037037037 (0.296095841534865),0.7913043478260869 (0.40815485911112004)
Topcon,0.6465324384787472 (0.4785819048401778),0.7768595041322314 (0.41678257546314423),0.6504424778761062 (0.47735856614813105)
