Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8590909090909091 (0.34832379734769203),0.8597359735973598 (0.3475476250277637),0.8686131386861314 (0.3381316176173767)
Spectralis,0.8034188034188035 (0.3991222317164003),0.725925925925926 (0.44770775431977294),0.6521739130434783 (0.47836487323493987)
Topcon,0.5279642058165548 (0.49977673810769935),0.7747933884297521 (0.4181505156084453),0.49557522123893805 (0.5005344160457824)
