vendor,Dice_Background,Dice_IRF,Dice_SRF,Dice_PED
Cirrus,0.9947845018341408,0.5026419215636364,0.6033474880730683,0.44382630059491673
Spectralis,0.9950668238104826,0.614089499335401,0.8228231264574104,0.6729042211370042
Topcon,0.9986724713280878,0.6567976202119271,0.7481277382502536,0.6754075099133525
