Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.7910628676181659 (0.3380615640612559),0.6796875 (0.46843000888963804),0.546875 (0.4997538764310627)
TRAIN005,0.859375 (0.34900025945887514),0.6616639905259944 (0.3840218156214541),0.46918075904250145 (0.42267604383715024)
TRAIN006,0.5037810248322785 (0.429926049112655),0.703125 (0.45867620198536185),0.46875 (0.500983285118879)
TRAIN009,0.7065598171320744 (0.39938981315486244),0.875 (0.3320184038158742),0.3722637314349413 (0.45790057931430184)
TRAIN020,0.22789779293816537 (0.3396992148617064),0.5735911829397082 (0.24145559213489626),0.17184895726677496 (0.25537286609151394)
TRAIN030,0.5123265561913806 (0.4419916211365965),0.8591339077268328 (0.2992688251341022),0.7190405911937052 (0.3269801753233318)
TRAIN036,0.44898272655448135 (0.39529235399463336),0.8775510204081632 (0.33120066055341796),0.8571428571428571 (0.3535533905932738)
TRAIN038,0.2653061224489796 (0.44607128559988557),0.8413768444134264 (0.19582764663481692),0.5317696953306392 (0.34888259592644494)
TRAIN045,0.53860875751291 (0.4215285011351604),0.32653061224489793 (0.4738035414793427),0.28828987023051905 (0.40186246048161267)
TRAIN047,0.5913544741212106 (0.3836749446012841),0.7142857142857143 (0.45643546458763834),0.7551020408163265 (0.4344830378784443)
TRAIN055,0.9002454080618918 (0.29129168700986235),0.90625 (0.29262590667923183),0.6578340131090954 (0.36332264315128254)
TRAIN058,0.734375 (0.44340086908875304),0.84375 (0.3645188825671882),0.40440058161038905 (0.4413894231836105)
TRAIN061,0.65706499866792 (0.37420910158389253),0.7620587265118957 (0.2688439807192112),0.5812434663530439 (0.37777992773148267)
TRAIN066,0.7154191981535405 (0.3934468684687414),1.0 (0.0),0.9375 (0.24301258837812545)
