Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.967391304347826 (0.1785833727491331),0.9609375 (0.1945049743306584),0.875 (0.3320184038158742)
TRAIN005,0.9765625 (0.1518828677363284),0.7534246575342466 (0.4340001893819421),0.782608695652174 (0.41549280511188663)
TRAIN006,0.948051948051948 (0.22337741817404583),0.9375 (0.24301258837812542),0.84375 (0.3645188825671882)
TRAIN009,0.9230769230769231 (0.26794565082283345),0.9765625 (0.1518828677363284),0.47368421052631576 (0.5015114556044243)
TRAIN020,0.620253164556962 (0.48842492713311164),0.16666666666666666 (0.38924947208076144),0.014084507042253521 (0.11867816581938533)
TRAIN030,0.8 (0.40683810217248617),0.8275862068965517 (0.38442587221924474),0.8823529411764706 (0.33210558207753577)
TRAIN036,0.7307692307692307 (0.45234432086120485),0.9795918367346939 (0.14285714285714285),0.9387755102040817 (0.24222607082590245)
TRAIN038,0.5306122448979592 (0.5042337758225566),1.0 (0.0),0.8125 (0.40311288741492746)
TRAIN045,0.7333333333333333 (0.4497764451088037),0.8775510204081632 (0.331200660553418),0.7222222222222222 (0.45425676257949793)
TRAIN047,0.8 (0.408248290463863),0.8367346938775511 (0.37343778907995523),0.8979591836734694 (0.3058388709205983)
TRAIN055,0.8145161290322581 (0.3902664398160344),0.671875 (0.4713755210973133),0.7272727272727273 (0.4487745552040594)
TRAIN058,0.953125 (0.21220162006698987),0.953125 (0.21220162006698987),0.8936170212765957 (0.30998040542939415)
TRAIN061,0.96 (0.19727878476642877),0.8363636363636363 (0.3733549777275501),0.855072463768116 (0.35460675480612985)
TRAIN066,0.9222222222222223 (0.2693219858921545),1.0 (0.0),0.953125 (0.2122016200669899)
