slice,dice_Background,dice_PED,voxels_Background,voxels_PED,union_Background,union_PED,intersection_Background,intersection_PED,binary_dice
Cirrus_TRAIN005_000.tiff,0.9993932247161865,0.0,253952,0,507596,308,253644,0,0.0
Cirrus_TRAIN005_001.tiff,0.9992039203643799,0.0,253952,0,507500,404,253548,0,0.0
Cirrus_TRAIN005_002.tiff,0.9986672401428223,0.0,253952,0,507228,676,253276,0,0.0
Cirrus_TRAIN005_003.tiff,0.998497486114502,0.0,253952,0,507142,762,253190,0,0.0
Cirrus_TRAIN005_004.tiff,0.9982604384422302,0.0,253952,0,507022,882,253070,0,0.0
Cirrus_TRAIN005_005.tiff,0.9990461468696594,0.0,253952,0,507420,484,253468,0,0.0
Cirrus_TRAIN005_006.tiff,0.9979323744773865,0.0,253952,0,506856,1048,252904,0,0.0
Cirrus_TRAIN005_007.tiff,0.9982762336730957,0.0,253952,0,507030,874,253078,0,0.0
Cirrus_TRAIN005_008.tiff,0.998493492603302,0.0,253952,0,507140,764,253188,0,0.0
Cirrus_TRAIN005_009.tiff,0.9963601231575012,0.0,253952,0,506062,1842,252110,0,0.0
Cirrus_TRAIN005_010.tiff,0.9974022507667542,0.0,253952,0,506588,1316,252636,0,0.0
Cirrus_TRAIN005_011.tiff,0.9958263635635376,0.0,253952,0,505793,2111,251841,0,0.0
Cirrus_TRAIN005_012.tiff,0.9967427253723145,0.0,253952,0,506255,1649,252303,0,0.0
Cirrus_TRAIN005_013.tiff,0.9970478415489197,0.0,253952,0,506409,1495,252457,0,0.0
Cirrus_TRAIN005_014.tiff,0.9971587657928467,0.0,253952,0,506465,1439,252513,0,0.0
Cirrus_TRAIN005_015.tiff,0.9974061846733093,0.0,253952,0,506590,1314,252638,0,0.0
Cirrus_TRAIN005_016.tiff,0.997681200504303,0.0,253952,0,506729,1175,252777,0,0.0
Cirrus_TRAIN005_017.tiff,0.9981260895729065,0.0,253952,0,506954,950,253002,0,0.0
Cirrus_TRAIN005_018.tiff,0.997368574142456,0.0,253952,0,506571,1333,252619,0,0.0
Cirrus_TRAIN005_019.tiff,0.9964216351509094,0.0,253952,0,506093,1811,252141,0,0.0
Cirrus_TRAIN005_020.tiff,0.996356189250946,0.0,253952,0,506060,1844,252108,0,0.0
Cirrus_TRAIN005_021.tiff,0.9960030317306519,0.0,253952,0,505882,2022,251930,0,0.0
Cirrus_TRAIN005_022.tiff,0.9960923194885254,0.0,253952,0,505927,1977,251975,0,0.0
Cirrus_TRAIN005_023.tiff,0.9970953464508057,0.0,253952,0,506433,1471,252481,0,0.0
Cirrus_TRAIN005_024.tiff,0.9967625737190247,0.0,253952,0,506265,1639,252313,0,0.0
Cirrus_TRAIN005_025.tiff,0.9975585341453552,0.0,253952,0,506667,1237,252715,0,0.0
Cirrus_TRAIN005_026.tiff,0.9972755312919617,0.0,253952,0,506524,1380,252572,0,0.0
Cirrus_TRAIN005_027.tiff,0.9977741837501526,0.0,253952,0,506776,1128,252824,0,0.0
Cirrus_TRAIN005_028.tiff,0.9968398213386536,0.0,253952,0,506304,1600,252352,0,0.0
Cirrus_TRAIN005_029.tiff,0.9974259734153748,0.0,253952,0,506600,1304,252648,0,0.0
Cirrus_TRAIN005_030.tiff,0.9970795512199402,0.0,253952,0,506425,1479,252473,0,0.0
Cirrus_TRAIN005_031.tiff,0.9976633787155151,0.0,253952,0,506720,1184,252768,0,0.0
Cirrus_TRAIN005_032.tiff,0.9954966902732849,0.0,253952,0,505627,2277,251675,0,0.0
Cirrus_TRAIN005_033.tiff,0.9967030882835388,0.0,253952,0,506235,1669,252283,0,0.0
Cirrus_TRAIN005_034.tiff,0.9962014555931091,0.0,253952,0,505982,1922,252030,0,0.0
Cirrus_TRAIN005_035.tiff,0.9963406920433044,0.10622887313365936,253742,210,505833,2071,251991,110,0.10622887313365936
Cirrus_TRAIN005_036.tiff,0.9969848394393921,0.2837012708187103,253379,573,505775,2129,252125,302,0.2837012708187103
Cirrus_TRAIN005_037.tiff,0.9957951307296753,0.2348703145980835,253265,687,505128,2776,251502,326,0.2348703145980835
Cirrus_TRAIN005_038.tiff,0.9961956143379211,0.40483570098876953,252782,1170,504678,3226,251379,653,0.40483570098876953
Cirrus_TRAIN005_039.tiff,0.9961702227592468,0.5698348879814148,251973,1979,503422,4482,250747,1277,0.5698348879814148
Cirrus_TRAIN005_040.tiff,0.996719479560852,0.6851250529289246,251580,2372,502667,5237,250509,1794,0.6851250529289246
Cirrus_TRAIN005_041.tiff,0.9943630695343018,0.6304063200950623,250935,3017,500274,7630,248727,2405,0.6304063200950623
Cirrus_TRAIN005_042.tiff,0.995125412940979,0.7017629742622375,250315,3637,499736,8168,248650,2866,0.7017629742622375
Cirrus_TRAIN005_043.tiff,0.9952436685562134,0.7536894679069519,249719,4233,498282,9622,247956,3626,0.7536894679069519
Cirrus_TRAIN005_044.tiff,0.994386613368988,0.7299622893333435,249001,4951,497561,10343,247384,3775,0.7299622893333435
Cirrus_TRAIN005_045.tiff,0.9935365319252014,0.7068808078765869,247890,6062,496946,10958,246867,3873,0.7068808078765869
Cirrus_TRAIN005_046.tiff,0.9927282929420471,0.749843180179596,246626,7326,493557,14347,244984,5379,0.749843180179596
Cirrus_TRAIN005_047.tiff,0.9899584650993347,0.6666218042373657,245876,8076,493053,14851,244051,4950,0.6666218042373657
Cirrus_TRAIN005_048.tiff,0.9897841215133667,0.6761941313743591,245240,8712,492370,15534,243670,5252,0.6761941313743591
Cirrus_TRAIN005_049.tiff,0.9891173839569092,0.6618250608444214,244237,9715,492069,15835,243357,5240,0.6618250608444214
Cirrus_TRAIN005_050.tiff,0.9902167320251465,0.7077914476394653,243889,10063,491450,16454,243321,5823,0.7077914476394653
Cirrus_TRAIN005_051.tiff,0.9895875453948975,0.6875076293945312,243551,10401,491526,16378,243204,5630,0.6875076293945312
Cirrus_TRAIN005_052.tiff,0.9876369833946228,0.6395535469055176,243238,10714,491061,16843,242495,5386,0.6395535469055176
Cirrus_TRAIN005_053.tiff,0.9891715049743652,0.6642721891403198,243609,10343,492034,15870,243353,5271,0.6642721891403198
Cirrus_TRAIN005_054.tiff,0.9898430109024048,0.6842703819274902,243814,10138,492074,15830,243538,5416,0.6842703819274902
Cirrus_TRAIN005_055.tiff,0.9906443953514099,0.6818745732307434,244739,9213,493394,14510,244389,4947,0.6818745732307434
