Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.2682926829268293 (0.44857497945730535),0.4067796610169492 (0.493327930247495),0.1640625 (0.3717874202104903)
TRAIN010,0.6170212765957447 (0.48871970062500847),0.8203125 (0.3854355088676483),0.7109375 (0.4551082548383927)
TRAIN011,0.13829787234042554 (0.34706337402097365),0.14942528735632185 (0.35857390766770925),0.0 (0.0)
TRAIN013,0.0 (0.0),0.0 (0.0),0.016129032258064516 (0.1270001270001905)
TRAIN015,0.0 (0.0),0.25 (0.4409585518440985),0.3181818181818182 (0.4711552981879444)
TRAIN028,0.6326530612244898 (0.48707791774949477),0.9142857142857143 (0.2840286409986905),0.7368421052631579 (0.4462583499902143)
TRAIN029,0.4375 (0.5040161287741853),0.7441860465116279 (0.4414814484488266),0.40816326530612246 (0.49658699082414787)
TRAIN032,nan (nan),0.06666666666666667 (0.2581988897471611),0.0 (0.0)
TRAIN041,0.2391304347826087 (0.43126597148888435),0.7755102040816326 (0.42156979070537554),0.4489795918367347 (0.5025445456953676)
TRAIN046,0.07692307692307693 (0.2773500981126145),0.2391304347826087 (0.43126597148888424),0.13333333333333333 (0.3518657752744984)
TRAIN049,0.7265625 (0.447474870626854),0.8348623853211009 (0.3730197459744593),0.7676767676767676 (0.4244632343465032)
TRAIN050,0.42857142857142855 (0.49761335152811925),0.859375 (0.34900025945887514),0.9285714285714286 (0.2590861737702312)
TRAIN051,0.02531645569620253 (0.1580882214188629),0.330188679245283 (0.4725150159006297),0.421875 (0.4957992831114808)
TRAIN056,0.7297297297297297 (0.4502251688907481),0.5 (0.5039526306789697),0.234375 (0.42695628191498325)
