Volume,dice_IRF,dice_SRF,dice_PED
TRAIN004,0.7142943351318536 (0.4036538074705203),0.819843040080741 (0.12241914385864108),0.7066370382672176 (0.3045452767918166)
TRAIN007,0.6991181892808527 (0.3015739910714062),0.703125 (0.4586762019853619),0.796875 (0.4039056372217743)
TRAIN018,0.8390119927935302 (0.3643139646799049),0.90625 (0.2926259066792319),0.96875 (0.1746763035549529)
TRAIN022,0.5742259311955422 (0.2885141305380268),0.7734375 (0.42025196322970965),0.796875 (0.40390563722177425)
TRAIN024,0.9375 (0.2430125883781254),0.28125 (0.4513758494650716),0.21219466147886124 (0.34935989817567553)
TRAIN026,0.9427084849805248 (0.15542268773950607),0.9591836734693877 (0.19991494790174602),0.8979591836734694 (0.3058388709205983)
TRAIN034,0.7231118289791808 (0.3040438513056002),0.9795918367346939 (0.14285714285714285),0.9795918367346939 (0.14285714285714285)
TRAIN040,0.7538387854488529 (0.2780340455560012),0.676205363808846 (0.44307848346656986),0.6938775510204082 (0.46565731465733207)
TRAIN043,0.7233530611408 (0.37422059305728395),0.843725071573744 (0.24901620209817085),0.7942103991921687 (0.28204581508120297)
TRAIN044,0.7498973833054913 (0.2897137607017767),0.7600259057113102 (0.3030512526512814),0.5509829302223361 (0.36375918131966006)
TRAIN052,0.3352206755662337 (0.42973130347976435),0.4260263353353366 (0.4734698714717953),0.390625 (0.4898075308964069)
TRAIN054,0.8097929691430181 (0.29741017908796663),0.9584164996631444 (0.1677255979382385),0.8515625 (0.3569301250570318)
TRAIN059,0.7191739418776706 (0.2892488815774447),0.8951246237847954 (0.2682650455355811),0.8515625 (0.3569301250570318)
TRAIN069,0.8984375 (0.30325903664538445),0.6024172868346795 (0.49053985964268443),0.5914967216085643 (0.3712292613968754)
