Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6379538742503571 (0.2309855445283068),0.7584950873214338 (0.16731968711441503),0.5908901164481459 (0.24237034714457667)
Spectralis,0.633938576884213 (0.20495993126651743),0.8157819995754644 (0.16165515220034435),0.7177541444698969 (0.21805043104559022)
Topcon,0.49594656465393777 (0.28072218170032026),0.6662884968809966 (0.2917185893272378),0.573152914770866 (0.25451563235207003)
