Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.6307937448052154 (0.19937041864182237),0.7002794504165649 (0.16033967187584885),nan (nan)
TRAIN010,0.849154061254333 (0.10583093744993126),nan (nan),nan (nan)
TRAIN011,0.552469365298748 (0.22338214272653265),0.6825936174974209 (0.17840259680228515),0.26461630941114644 (0.21002679080320058)
TRAIN013,0.4388114431252082 (0.2477916935252974),0.7107341172603461 (0.1294433915811597),0.33435382236811245 (0.19090964878210312)
TRAIN015,nan (nan),0.8180600956082344 (0.09503663341349985),0.7399475872516632 (0.10648193939557614)
TRAIN028,nan (nan),0.7902285499232156 (0.08633728404189867),0.6441010236740112 (0.16943498662297848)
TRAIN029,0.7220720140373006 (0.156314366052739),0.8561102946599325 (0.12569796180519477),nan (nan)
TRAIN032,0.679223507642746 (0.13339504873110464),0.8562651245909578 (0.1522155415691739),nan (nan)
TRAIN041,0.7829522291819254 (0.10923450386888114),nan (nan),nan (nan)
TRAIN046,0.5643337360686727 (0.24350377397044828),0.38279179235299426 (0.16195174687122466),0.7593689841382644 (0.18459127623266486)
TRAIN049,nan (nan),0.5456079981828991 (0.27215030800753326),0.4740107809675151 (0.19103799702152033)
TRAIN050,0.47488809840099233 (0.2521585811095428),nan (nan),0.5935312790626829 (0.20413563178010946)
TRAIN051,0.6248525715604121 (0.1836908765831954),0.796643389896913 (0.10144277865589266),nan (nan)
TRAIN056,0.6655970326176396 (0.3673419295837749),nan (nan),nan (nan)
