,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Run076111114_final,0.697 (0.394),0.688 (0.182),0.701 (0.459),0.787 (0.332),0.663 (0.197),0.844 (0.364),0.428 (0.455),0.586 (0.239),0.387 (0.488),0.628 (0.384),0.660 (0.212),0.598 (0.492),0.631 (0.427),0.646 (0.280),0.623 (0.486),0.178 (0.332),0.636 (0.185),0.075 (0.264),0.810 (0.335),0.632 (0.261),0.870 (0.337),0.864 (0.306),0.537 (0.277),0.917 (0.276),0.531 (0.486),0.484 (0.228),0.534 (0.499),0.733 (0.375),0.661 (0.221),0.766 (0.423),0.792 (0.351),0.627 (0.247),0.844 (0.363),0.427 (0.467),0.578 (0.230),0.402 (0.490),0.544 (0.388),0.639 (0.211),0.440 (0.497)
