Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5256124721603563 (0.4999005628134867),0.8584905660377359 (0.34895803686792237),0.7542735042735043 (0.43097780611153613)
Spectralis,0.8214285714285714 (0.38436825011411424),0.8563829787234043 (0.3516374258820003),0.865 (0.3425810984938109)
Topcon,0.9014925373134328 (0.298445341645886),0.9287469287469288 (0.2575637131644641),0.9226666666666666 (0.2674764887130461)
