Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5858550953955273 (0.4389018414391247),0.6188084307068493 (0.427091528922919),0.7266909381665755 (0.4081064244168181)
Spectralis,0.48163289629607176 (0.42960171495791366),0.7803360883982814 (0.37910604775886947),0.6977675867818144 (0.3899706744717974)
Topcon,0.7486063631440629 (0.390680158967197),0.792877664876869 (0.36883416570246974),0.7882358999559074 (0.3274936687816366)
