Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.0 (0.0),0.0 (0.0),0.03125 (0.1746763035549529)
TRAIN010,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN011,0.11702127659574468 (0.3231692182564118),0.09195402298850575 (0.2906361870283388),0.0 (0.0)
TRAIN013,0.13043478260869565 (0.3386265505758479),0.7301587301587301 (0.4474425249214014),0.03225806451612903 (0.17812704394997528)
TRAIN015,0.0 (0.0),0.0 (0.0),0.0 (0.0)
TRAIN028,0.04081632653061224 (0.199914947901746),0.5714285714285714 (0.5020964452534338),0.23684210526315788 (0.4308514841827461)
TRAIN029,0.21875 (0.4200134406451544),0.2558139534883721 (0.44148144844882664),0.40816326530612246 (0.49658699082414787)
TRAIN032,nan (nan),0.2 (0.41403933560541256),0.0 (0.0)
TRAIN041,0.021739130434782608 (0.14744195615489714),0.24489795918367346 (0.4344830378784443),0.16326530612244897 (0.3734377890799553)
TRAIN046,0.07692307692307693 (0.2773500981126146),0.21739130434782608 (0.41702882811414943),0.0625 (0.24999999999999997)
TRAIN049,0.453125 (0.4997538764310628),0.8440366972477065 (0.3644964036454575),0.020202020202020204 (0.14140677897022577)
TRAIN050,0.5494505494505495 (0.500305157184343),0.1484375 (0.3569301250570318),0.0 (0.0)
TRAIN051,0.5949367088607594 (0.4940410898973671),0.39622641509433965 (0.49143609346716094),0.0234375 (0.15188286773632842)
TRAIN056,0.5135135135135135 (0.5067117097095318),0.390625 (0.491747370293402),0.0 (0.0)
