Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6081370449678801 (0.48868984702579876),0.7995735607675906 (0.4007469380535581),0.5470588235294118 (0.4982692801200804)
Spectralis,0.60625 (0.49011454186847353),0.7945945945945946 (0.4050938873635573),0.8562874251497006 (0.35185308239080215)
Topcon,0.7961630695443646 (0.40333305129567326),0.8519362186788155 (0.3555684053734587),0.8291316526610645 (0.37692215545199215)
