Volume,dice_SRF
TRAIN008,0.7555985940354211 (0.15839930571258806)
TRAIN017,nan (nan)
TRAIN019,nan (nan)
TRAIN021,0.5680272100493312 (0.2281615871650249)
TRAIN023,nan (nan)
TRAIN025,nan (nan)
TRAIN031,nan (nan)
TRAIN035,0.8717994884003041 (0.14911194438247155)
TRAIN037,0.8766394390000237 (0.1015828284397676)
TRAIN053,0.7136539653330655 (0.2461047196034216)
TRAIN057,0.664922557865517 (0.2117404330986703)
TRAIN060,nan (nan)
TRAIN065,nan (nan)
TRAIN070,nan (nan)
