Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6112554669816745 (0.4298443046102741),0.8168198200874031 (0.31720236073006924),0.6256346640875563 (0.4313143949030857)
Spectralis,0.8322527516557245 (0.24263572817700116),0.8364900672922329 (0.32794890053011266),0.83367418792783 (0.33355089107656105)
Topcon,0.8496112164804279 (0.29215054724433004),0.9125807574018836 (0.25926878325282654),0.8220241540444216 (0.3394881543041622)
