Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6922874149458949 (0.40229658648989436),0.8648445905651897 (0.26735927060155434),0.7207792785717174 (0.4032863361311804)
Spectralis,0.8037650666066578 (0.2833736808582828),0.8344492259074231 (0.3335842912694319),0.8847606964257299 (0.2823258329922107)
Topcon,0.5107237275057871 (0.45043720914766766),0.8305319375358522 (0.3545568540877582),0.6817803293400045 (0.42946802703383913)
