Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5113609262763635 (0.2784553713815069),0.7334762135444329 (0.15930991567832073),0.6169807195376892 (0.2597740069417533)
Spectralis,0.5995075657087214 (0.23715096139075797),0.8457086044053237 (0.17454367546452218),0.5664426464205369 (0.27502354384701433)
Topcon,0.6513658522775299 (0.18646325118807575),0.644732707575576 (0.17728291621137032),0.6020742353652754 (0.21411909479335314)
