,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run076111114_final,0.487 (0.489),0.683 (0.208),0.472 (0.502),0.593 (0.399),0.479 (0.172),0.662 (0.476),0.273 (0.447),0.041 (0.043),0.277 (0.449),0.487 (0.489),0.683 (0.208),0.472 (0.502),0.593 (0.399),0.479 (0.172),0.662 (0.476),0.273 (0.447),0.041 (0.043),0.277 (0.449),0.248 (0.328),0.285 (0.151),0.219 (0.417)
