Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.25 (0.43350560211086503),0.37458745874587457 (0.4844160612918385),0.3759124087591241 (0.4848001223965634)
Spectralis,0.36752136752136755 (0.4842037651417264),0.5185185185185185 (0.5015178729550036),0.2608695652173913 (0.4410306215596805)
Topcon,0.48322147651006714 (0.5002783106011139),0.756198347107438 (0.42981869392256017),0.39823008849557523 (0.4900757533886119)
