Slice,PSNR,SSIM,MSE
Cirrus_TEST003_001.tiff,20.854,0.198,0.00821569375693798
Cirrus_TEST003_002.tiff,20.759,0.206,0.008396875113248825
Cirrus_TEST003_003.tiff,21.059,0.208,0.007835962809622288
Cirrus_TEST003_004.tiff,21.025,0.203,0.00789699237793684
Cirrus_TEST003_005.tiff,20.789,0.198,0.008339488878846169
Cirrus_TEST003_006.tiff,20.828,0.201,0.008264032192528248
Cirrus_TEST003_007.tiff,20.696,0.201,0.008518657647073269
Cirrus_TEST003_008.tiff,20.729,0.201,0.008454866707324982
Cirrus_TEST003_009.tiff,20.891,0.21,0.008145248517394066
Cirrus_TEST003_010.tiff,20.891,0.201,0.008145837113261223
Cirrus_TEST003_011.tiff,20.721,0.204,0.008470394648611546
Cirrus_TEST003_012.tiff,20.823,0.196,0.008274286054074764
Cirrus_TEST003_013.tiff,20.933,0.203,0.008067341521382332
Cirrus_TEST003_014.tiff,20.874,0.208,0.008177507668733597
Cirrus_TEST003_015.tiff,20.877,0.206,0.008170614019036293
Cirrus_TEST003_016.tiff,20.877,0.206,0.008171475492417812
Cirrus_TEST003_017.tiff,20.753,0.206,0.00840785913169384
Cirrus_TEST003_018.tiff,20.578,0.201,0.00875388365238905
Cirrus_TEST003_019.tiff,20.245,0.193,0.009452341124415398
Cirrus_TEST003_020.tiff,20.626,0.199,0.008657284080982208
Cirrus_TEST003_021.tiff,20.564,0.194,0.008782356046140194
Cirrus_TEST003_022.tiff,20.685,0.202,0.008541147224605083
Cirrus_TEST003_023.tiff,20.827,0.205,0.008265783078968525
Cirrus_TEST003_024.tiff,20.932,0.205,0.008067846298217773
Cirrus_TEST003_025.tiff,20.975,0.205,0.007988781668245792
Cirrus_TEST003_026.tiff,20.934,0.201,0.00806505512446165
Cirrus_TEST003_027.tiff,20.972,0.207,0.00799435656517744
Cirrus_TEST003_028.tiff,20.885,0.203,0.008156917057931423
Cirrus_TEST003_029.tiff,20.725,0.197,0.008462639525532722
Cirrus_TEST003_030.tiff,20.469,0.193,0.008976301178336143
Cirrus_TEST003_031.tiff,20.714,0.199,0.008483881130814552
Cirrus_TEST003_032.tiff,20.923,0.206,0.00808519497513771
Cirrus_TEST003_033.tiff,20.928,0.2,0.008075851947069168
Cirrus_TEST003_034.tiff,20.854,0.2,0.008214510977268219
Cirrus_TEST003_035.tiff,20.963,0.204,0.008011089637875557
Cirrus_TEST003_036.tiff,20.985,0.209,0.007970449514687061
Cirrus_TEST003_037.tiff,21.072,0.21,0.007812314201146364
Cirrus_TEST003_038.tiff,20.854,0.204,0.008215139620006084
Cirrus_TEST003_039.tiff,20.875,0.201,0.008174847811460495
Cirrus_TEST003_040.tiff,21.062,0.205,0.007831480354070663
Cirrus_TEST003_041.tiff,20.842,0.198,0.008237043395638466
Cirrus_TEST003_042.tiff,20.883,0.198,0.008159931749105453
Cirrus_TEST003_043.tiff,21.166,0.209,0.007645512465387583
Cirrus_TEST003_044.tiff,21.089,0.207,0.007781379856169224
Cirrus_TEST003_045.tiff,21.064,0.207,0.007826263085007668
Cirrus_TEST003_046.tiff,21.193,0.209,0.007597608491778374
Cirrus_TEST003_047.tiff,21.155,0.207,0.00766529468819499
Cirrus_TEST003_048.tiff,21.143,0.207,0.007685811724513769
Cirrus_TEST003_049.tiff,21.159,0.206,0.007657392881810665
Cirrus_TEST003_050.tiff,21.049,0.204,0.007853856310248375
Cirrus_TEST003_051.tiff,21.027,0.206,0.007894891314208508
Cirrus_TEST003_052.tiff,20.999,0.207,0.007945407181978226
Cirrus_TEST003_053.tiff,21.383,0.214,0.00727313244715333
Cirrus_TEST003_054.tiff,21.333,0.21,0.007356269750744104
Cirrus_TEST003_055.tiff,21.279,0.208,0.007448297459632158
Cirrus_TEST003_056.tiff,21.08,0.205,0.007798208389431238
Cirrus_TEST003_057.tiff,21.103,0.203,0.0077568418346345425
Cirrus_TEST003_058.tiff,20.986,0.204,0.00796935148537159
Cirrus_TEST003_059.tiff,20.987,0.2,0.00796645600348711
Cirrus_TEST003_060.tiff,21.017,0.204,0.00791146419942379
Cirrus_TEST003_061.tiff,21.274,0.21,0.007458011619746685
Cirrus_TEST003_062.tiff,21.284,0.208,0.007439808454364538
Cirrus_TEST003_063.tiff,21.015,0.2,0.007915017195045948
Cirrus_TEST003_064.tiff,20.984,0.197,0.00797294732183218
Cirrus_TEST003_065.tiff,21.004,0.2,0.007936513051390648
Cirrus_TEST003_066.tiff,20.796,0.193,0.008324380964040756
Cirrus_TEST003_067.tiff,20.625,0.188,0.008660023100674152
Cirrus_TEST003_068.tiff,21.145,0.202,0.007683236617594957
Cirrus_TEST003_069.tiff,21.548,0.213,0.007001971360296011
Cirrus_TEST003_070.tiff,21.626,0.219,0.006876642815768719
Cirrus_TEST003_071.tiff,21.503,0.214,0.007073757704347372
Cirrus_TEST003_072.tiff,21.335,0.21,0.007354189641773701
Cirrus_TEST003_073.tiff,21.229,0.209,0.007535410579293966
Cirrus_TEST003_074.tiff,21.362,0.209,0.007308723405003548
Cirrus_TEST003_075.tiff,21.527,0.215,0.007034900598227978
Cirrus_TEST003_076.tiff,21.513,0.214,0.007058899849653244
Cirrus_TEST003_077.tiff,21.38,0.211,0.00727761909365654
Cirrus_TEST003_078.tiff,21.393,0.214,0.007256503216922283
Cirrus_TEST003_079.tiff,21.336,0.213,0.007351802662014961
Cirrus_TEST003_080.tiff,21.119,0.204,0.007728534750640392
Cirrus_TEST003_081.tiff,21.214,0.208,0.007562078535556793
Cirrus_TEST003_082.tiff,20.932,0.2,0.008069057948887348
Cirrus_TEST003_083.tiff,20.587,0.19,0.008735669776797295
Cirrus_TEST003_084.tiff,20.827,0.201,0.008265783078968525
Cirrus_TEST003_085.tiff,20.873,0.2,0.00817839428782463
Cirrus_TEST003_086.tiff,20.869,0.201,0.008187426254153252
Cirrus_TEST003_087.tiff,20.744,0.198,0.008425114676356316
Cirrus_TEST003_088.tiff,20.617,0.195,0.008676581084728241
Cirrus_TEST003_089.tiff,20.681,0.2,0.008548353798687458
Cirrus_TEST003_090.tiff,20.999,0.204,0.007944852113723755
Cirrus_TEST003_091.tiff,21.071,0.207,0.007813874632120132
Cirrus_TEST003_092.tiff,21.083,0.207,0.007792340125888586
Cirrus_TEST003_093.tiff,20.975,0.206,0.0079887043684721
Cirrus_TEST003_094.tiff,20.719,0.202,0.008474030531942844
Cirrus_TEST003_095.tiff,20.601,0.192,0.008707761764526367
Cirrus_TEST003_096.tiff,20.968,0.207,0.008002140559256077
Cirrus_TEST003_097.tiff,21.104,0.21,0.007755612023174763
Cirrus_TEST003_098.tiff,20.94,0.208,0.00805425364524126
Cirrus_TEST003_099.tiff,20.841,0.2,0.00823978241533041
Cirrus_TEST003_100.tiff,20.984,0.209,0.007972176186740398
Cirrus_TEST003_101.tiff,20.926,0.203,0.008079664781689644
Cirrus_TEST003_102.tiff,20.849,0.204,0.008224519900977612
Cirrus_TEST003_103.tiff,20.831,0.202,0.008258458226919174
Cirrus_TEST003_104.tiff,20.814,0.202,0.008291813544929028
Cirrus_TEST003_105.tiff,20.86,0.203,0.00820294488221407
Cirrus_TEST003_106.tiff,21.108,0.21,0.007748770993202925
Cirrus_TEST003_107.tiff,21.002,0.206,0.007940145209431648
Cirrus_TEST003_108.tiff,20.882,0.198,0.00816205982118845
Cirrus_TEST003_109.tiff,20.868,0.2,0.008188693784177303
Cirrus_TEST003_110.tiff,20.809,0.204,0.008300930261611938
Cirrus_TEST003_111.tiff,20.874,0.206,0.008177867159247398
Cirrus_TEST003_112.tiff,20.754,0.199,0.008405418135225773
Cirrus_TEST003_113.tiff,20.803,0.198,0.008311017416417599
Cirrus_TEST003_114.tiff,20.764,0.2,0.008387820795178413
Cirrus_TEST003_115.tiff,20.641,0.197,0.008627028204500675
Cirrus_TEST003_116.tiff,20.603,0.196,0.008704389445483685
Cirrus_TEST003_117.tiff,20.825,0.2,0.008270659483969212
Cirrus_TEST003_118.tiff,21.117,0.21,0.00773278996348381
Cirrus_TEST003_119.tiff,21.171,0.212,0.007637014612555504
Cirrus_TEST003_120.tiff,20.959,0.203,0.008019431494176388
Cirrus_TEST003_121.tiff,20.251,0.186,0.009438907727599144
Cirrus_TEST003_122.tiff,20.761,0.21,0.00839320383965969
Cirrus_TEST003_123.tiff,20.865,0.214,0.008194786496460438
Cirrus_TEST003_124.tiff,20.695,0.21,0.00852130725979805
Cirrus_TEST003_125.tiff,20.504,0.196,0.008903429843485355
Cirrus_TEST003_126.tiff,20.314,0.193,0.009303309954702854
Cirrus_TEST010_001.tiff,20.867,0.207,0.008189939893782139
Cirrus_TEST010_002.tiff,20.816,0.202,0.00828715693205595
Cirrus_TEST010_003.tiff,21.169,0.204,0.00764060253277421
Cirrus_TEST010_004.tiff,21.035,0.201,0.00787972379475832
Cirrus_TEST010_005.tiff,20.673,0.201,0.00856475718319416
Cirrus_TEST010_006.tiff,20.891,0.205,0.00814488623291254
Cirrus_TEST010_007.tiff,20.76,0.21,0.008394450880587101
Cirrus_TEST010_008.tiff,21.044,0.212,0.007863828912377357
Cirrus_TEST010_009.tiff,21.24,0.22,0.007515557110309601
Cirrus_TEST010_010.tiff,21.212,0.222,0.00756418751552701
Cirrus_TEST010_011.tiff,21.067,0.222,0.00782181229442358
Cirrus_TEST010_012.tiff,21.16,0.231,0.0076552825048565865
Cirrus_TEST010_013.tiff,21.208,0.228,0.007571082562208176
Cirrus_TEST010_014.tiff,21.329,0.233,0.007363016251474619
Cirrus_TEST010_015.tiff,21.035,0.225,0.007879701443016529
Cirrus_TEST010_016.tiff,20.949,0.216,0.008038031868636608
Cirrus_TEST010_017.tiff,21.017,0.214,0.007912655360996723
Cirrus_TEST010_018.tiff,21.038,0.208,0.007874246686697006
Cirrus_TEST010_019.tiff,20.888,0.201,0.008150076493620872
Cirrus_TEST010_020.tiff,20.694,0.2,0.008523471653461456
Cirrus_TEST010_021.tiff,21.041,0.202,0.00786815769970417
Cirrus_TEST010_022.tiff,21.11,0.202,0.007744002155959606
Cirrus_TEST010_023.tiff,20.616,0.19,0.008678116835653782
Cirrus_TEST010_024.tiff,21.14,0.205,0.007692129351198673
Cirrus_TEST010_025.tiff,21.76,0.22,0.006668016780167818
Cirrus_TEST010_026.tiff,22.165,0.232,0.006074355449527502
Cirrus_TEST010_027.tiff,21.814,0.222,0.006586223840713501
Cirrus_TEST010_028.tiff,21.006,0.209,0.007931518368422985
Cirrus_TEST010_029.tiff,21.886,0.229,0.006477555725723505
Cirrus_TEST010_030.tiff,22.252,0.237,0.005953282117843628
Cirrus_TEST010_031.tiff,22.096,0.233,0.006171850021928549
