Volume,dice_SRF
TRAIN003,nan (nan)
TRAIN005,0.607194425131787 (0.22490586849880043)
TRAIN006,nan (nan)
TRAIN009,nan (nan)
TRAIN020,0.7921777609093436 (0.0979816212096416)
TRAIN030,0.8550823852419853 (0.12549944095056217)
TRAIN036,nan (nan)
TRAIN038,0.9005553439259529 (0.08193887208142629)
TRAIN045,nan (nan)
TRAIN047,nan (nan)
TRAIN055,nan (nan)
TRAIN058,nan (nan)
TRAIN061,0.8013334996896248 (0.08696841577629412)
TRAIN066,nan (nan)
