Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.744180152606633 (0.1762750018768958),0.6957132230911937 (0.18551237064489356),nan (nan)
TRAIN017,0.4758831089281518 (0.2719183338202283),nan (nan),0.5399169998509543 (0.11580428811663544)
TRAIN019,0.744039016465346 (0.13654060797633277),nan (nan),nan (nan)
TRAIN021,0.6242934679207595 (0.1332909249030146),0.5426756877452135 (0.25616436574807405),nan (nan)
TRAIN023,nan (nan),nan (nan),0.48481957478956744 (0.1845460754413218)
TRAIN025,0.6660572956005733 (0.2087956469599132),nan (nan),0.6447004347011961 (0.1565726621210349)
TRAIN031,nan (nan),nan (nan),0.6461298540234566 (0.19587806748574377)
TRAIN035,nan (nan),0.8680108342059824 (0.1460333149667633),0.5244398820731375 (0.19962581792604414)
TRAIN037,0.6260581278071111 (0.15646661781120774),0.8272781636979845 (0.10226440561069675),nan (nan)
TRAIN053,0.5189316087263696 (0.17418055917688843),0.5836989358551317 (0.23134349092624693),0.6127061113477388 (0.10604011307618422)
TRAIN057,nan (nan),0.7069309197271927 (0.16879368858153543),0.5242305426521504 (0.1237222137500216)
TRAIN060,0.25508171296678483 (0.17777525142102846),nan (nan),nan (nan)
TRAIN065,0.5409756189619657 (0.2265434789027482),nan (nan),nan (nan)
TRAIN070,0.5914124712861818 (0.28347152457174),nan (nan),nan (nan)
