,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,Iteration18,0.57 (0.16),0.60 (0.06),0.55 (0.20),0.78 (0.05),0.75 (0.07),0.79 (0.05),0.69 (0.15),0.55 (0.05),0.72 (0.19),0.63 (0.15),0.63 (0.06),0.64 (0.22),0.84 (0.04),0.84 (0.02),0.84 (0.06),0.79 (0.08),0.61 (0.15),0.87 (0.03),0.70 (0.12),0.57 (0.05),0.75 (0.16),0.83 (0.09),0.62 (0.04),0.86 (0.09),0.76 (0.07),0.51 (0.08),0.83 (0.09),0.62 (0.10),0.60 (0.03),0.64 (0.14),0.81 (0.05),0.74 (0.04),0.83 (0.06),0.73 (0.08),0.56 (0.02),0.78 (0.09),0.62 (0.08),0.63 (0.02),0.61 (0.13)
