,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run058_final,0.522 (0.490),0.694 (0.220),0.509 (0.502),0.676 (0.379),0.559 (0.209),0.746 (0.438),0.386 (0.489),0.011 (0.016),0.393 (0.491),0.522 (0.490),0.694 (0.220),0.509 (0.502),0.676 (0.379),0.559 (0.209),0.746 (0.438),0.386 (0.489),0.011 (0.016),0.393 (0.491),0.399 (0.395),0.409 (0.219),0.391 (0.492)
