Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5359097655884103 (0.2598289473858545),0.69863523272743 (0.15324556429852906),0.5768593858237951 (0.3005125000798139)
Spectralis,0.5703927538193324 (0.2563976953091679),0.8074310289074977 (0.20201856255182046),0.5125982442345375 (0.26083057162839474)
Topcon,0.7153827118638315 (0.17401061048212518),0.5317843170096613 (0.2421830177766392),0.5332367922029188 (0.20833719426657887)
