Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.0 (0.0),0.0 (0.0),0.0234375 (0.1518828677363284)
TRAIN010,0.0 (0.0),0.109375 (0.3133354972840896),0.0 (0.0)
TRAIN011,0.0 (0.0),0.05747126436781609 (0.2340901157763752),0.0 (0.0)
TRAIN013,0.0 (0.0),0.19047619047619047 (0.3958308068477864),0.0 (0.0)
TRAIN015,0.0 (0.0),0.03571428571428571 (0.1889822365046136),0.0 (0.0)
TRAIN028,0.04081632653061224 (0.199914947901746),0.7142857142857143 (0.4583492485141056),0.42105263157894735 (0.5003554924018236)
TRAIN029,0.1875 (0.396557769456266),0.37209302325581395 (0.4890834875635335),0.5102040816326531 (0.5050762722761054)
TRAIN032,nan (nan),0.0 (0.0),0.0 (0.0)
TRAIN041,0.021739130434782608 (0.14744195615489714),0.2653061224489796 (0.44607128559988557),0.3469387755102041 (0.48092880658867043)
TRAIN046,0.0 (0.0),0.15217391304347827 (0.36315844747302034),0.0 (0.0)
TRAIN049,0.125 (0.33201840381587433),0.7706422018348624 (0.4223616916493312),0.15151515151515152 (0.3603749850782236)
TRAIN050,0.5164835164835165 (0.5024968184009252),0.9296875 (0.2566775528590926),0.47619047619047616 (0.5024324081182278)
TRAIN051,0.26582278481012656 (0.4445931807813448),0.39622641509433965 (0.49143609346716094),0.1640625 (0.3717874202104902)
TRAIN056,0.918918918918919 (0.2767247306920301),0.640625 (0.48361034754641913),0.109375 (0.3145764348029479)
