Slice,PSNR,SSIM
Topcon_TRAIN065_016.tiff,21.425,0.19
Topcon_TRAIN065_017.tiff,21.151,0.191
Topcon_TRAIN065_018.tiff,21.568,0.19
Topcon_TRAIN065_019.tiff,21.551,0.193
Topcon_TRAIN065_020.tiff,21.308,0.198
Topcon_TRAIN065_021.tiff,21.432,0.19
Topcon_TRAIN065_022.tiff,21.295,0.195
Topcon_TRAIN065_023.tiff,21.39,0.195
Topcon_TRAIN065_024.tiff,21.174,0.19
Topcon_TRAIN065_025.tiff,21.371,0.2
Topcon_TRAIN065_026.tiff,21.181,0.203
Topcon_TRAIN065_027.tiff,21.257,0.2
Topcon_TRAIN065_028.tiff,21.296,0.214
Topcon_TRAIN065_029.tiff,21.405,0.2
Topcon_TRAIN065_030.tiff,21.204,0.204
Topcon_TRAIN065_031.tiff,21.627,0.207
Topcon_TRAIN065_032.tiff,21.59,0.211
Topcon_TRAIN065_033.tiff,21.405,0.206
Topcon_TRAIN065_034.tiff,21.461,0.209
Topcon_TRAIN065_035.tiff,21.492,0.214
Topcon_TRAIN065_036.tiff,21.482,0.212
Topcon_TRAIN065_037.tiff,21.437,0.209
Topcon_TRAIN065_038.tiff,21.277,0.214
Topcon_TRAIN065_039.tiff,21.431,0.206
Topcon_TRAIN065_040.tiff,21.4,0.213
Topcon_TRAIN065_041.tiff,21.396,0.21
Topcon_TRAIN065_042.tiff,21.101,0.206
Topcon_TRAIN065_043.tiff,21.215,0.208
Topcon_TRAIN065_044.tiff,21.625,0.221
Topcon_TRAIN065_045.tiff,21.324,0.228
Topcon_TRAIN065_046.tiff,21.459,0.222
Topcon_TRAIN065_047.tiff,21.727,0.219
Topcon_TRAIN065_048.tiff,21.678,0.221
Topcon_TRAIN065_049.tiff,21.542,0.221
Topcon_TRAIN065_050.tiff,21.492,0.221
Topcon_TRAIN065_051.tiff,21.024,0.223
Topcon_TRAIN065_052.tiff,21.712,0.225
Topcon_TRAIN065_053.tiff,21.372,0.217
Topcon_TRAIN065_054.tiff,21.48,0.204
Topcon_TRAIN065_055.tiff,21.508,0.204
Topcon_TRAIN065_056.tiff,21.493,0.201
Topcon_TRAIN065_057.tiff,21.414,0.2
Topcon_TRAIN065_058.tiff,21.47,0.197
Topcon_TRAIN065_059.tiff,21.456,0.2
Topcon_TRAIN065_060.tiff,21.993,0.212
Topcon_TRAIN065_061.tiff,21.843,0.208
Topcon_TRAIN065_062.tiff,21.538,0.208
Topcon_TRAIN065_063.tiff,20.194,0.217
Topcon_TRAIN065_064.tiff,21.358,0.217
Topcon_TRAIN065_065.tiff,21.614,0.202
Topcon_TRAIN065_066.tiff,21.572,0.208
Topcon_TRAIN065_067.tiff,20.994,0.219
Topcon_TRAIN065_068.tiff,21.882,0.226
Topcon_TRAIN065_069.tiff,21.516,0.219
Topcon_TRAIN065_070.tiff,21.838,0.219
Topcon_TRAIN065_071.tiff,22.089,0.232
Topcon_TRAIN065_072.tiff,21.931,0.228
Topcon_TRAIN065_073.tiff,21.839,0.225
Topcon_TRAIN065_074.tiff,21.422,0.221
Topcon_TRAIN065_075.tiff,21.503,0.243
Topcon_TRAIN065_076.tiff,21.823,0.236
Topcon_TRAIN065_077.tiff,21.664,0.243
Topcon_TRAIN065_078.tiff,22.076,0.243
Topcon_TRAIN065_079.tiff,21.464,0.252
Topcon_TRAIN065_080.tiff,21.894,0.251
Topcon_TRAIN065_081.tiff,21.669,0.233
Topcon_TRAIN065_082.tiff,20.893,0.243
Topcon_TRAIN065_083.tiff,20.923,0.238
Topcon_TRAIN065_084.tiff,21.479,0.221
Topcon_TRAIN065_085.tiff,20.263,0.23
Topcon_TRAIN065_086.tiff,21.616,0.246
Topcon_TRAIN065_087.tiff,21.976,0.235
Topcon_TRAIN065_088.tiff,21.666,0.247
Topcon_TRAIN065_089.tiff,21.624,0.22
Topcon_TRAIN065_090.tiff,21.064,0.22
Topcon_TRAIN065_091.tiff,20.87,0.223
Topcon_TRAIN065_092.tiff,21.769,0.238
Topcon_TRAIN065_093.tiff,21.809,0.22
Topcon_TRAIN065_094.tiff,22.122,0.236
Topcon_TRAIN065_095.tiff,22.251,0.236
Topcon_TRAIN065_096.tiff,21.742,0.221
Topcon_TRAIN065_097.tiff,21.215,0.25
Topcon_TRAIN065_098.tiff,21.776,0.22
Topcon_TRAIN065_099.tiff,21.546,0.249
Topcon_TRAIN065_100.tiff,22.247,0.232
Topcon_TRAIN065_101.tiff,21.517,0.21
Topcon_TRAIN065_102.tiff,21.968,0.239
Topcon_TRAIN065_103.tiff,22.128,0.228
Topcon_TRAIN065_104.tiff,21.634,0.212
Topcon_TRAIN065_105.tiff,20.953,0.24
Topcon_TRAIN065_106.tiff,21.831,0.223
Topcon_TRAIN065_107.tiff,21.266,0.215
Topcon_TRAIN065_108.tiff,21.424,0.208
Topcon_TRAIN065_109.tiff,21.036,0.2
Topcon_TRAIN065_110.tiff,19.716,0.216
Topcon_TRAIN065_111.tiff,21.342,0.218
Topcon_TRAIN065_112.tiff,21.406,0.21
Topcon_TRAIN065_113.tiff,21.073,0.204
Topcon_TRAIN065_114.tiff,21.277,0.201
Topcon_TRAIN065_115.tiff,21.346,0.208
Topcon_TRAIN065_116.tiff,21.381,0.206
Topcon_TRAIN065_117.tiff,20.966,0.211
Topcon_TRAIN065_118.tiff,21.183,0.206
Topcon_TRAIN065_119.tiff,21.304,0.208
Topcon_TRAIN065_120.tiff,21.08,0.203
Topcon_TRAIN065_121.tiff,21.049,0.199
Topcon_TRAIN065_122.tiff,21.187,0.211
Topcon_TRAIN065_123.tiff,21.312,0.209
Topcon_TRAIN065_124.tiff,21.48,0.212
Topcon_TRAIN065_125.tiff,21.367,0.204
Topcon_TRAIN065_126.tiff,21.07,0.198
Topcon_TRAIN066_001.tiff,22.118,0.306
Topcon_TRAIN066_002.tiff,21.498,0.287
Topcon_TRAIN066_003.tiff,21.641,0.271
Topcon_TRAIN066_004.tiff,20.976,0.271
Topcon_TRAIN066_005.tiff,21.644,0.271
Topcon_TRAIN066_006.tiff,21.288,0.274
Topcon_TRAIN066_007.tiff,20.456,0.291
Topcon_TRAIN066_008.tiff,21.818,0.28
Topcon_TRAIN066_009.tiff,21.052,0.271
Topcon_TRAIN066_010.tiff,21.45,0.261
Topcon_TRAIN066_011.tiff,21.323,0.273
Topcon_TRAIN066_012.tiff,21.509,0.262
Topcon_TRAIN066_013.tiff,21.769,0.272
Topcon_TRAIN066_014.tiff,22.107,0.278
Topcon_TRAIN066_015.tiff,21.945,0.271
Topcon_TRAIN066_016.tiff,21.612,0.267
Topcon_TRAIN066_017.tiff,21.217,0.265
Topcon_TRAIN066_018.tiff,21.64,0.26
Topcon_TRAIN066_019.tiff,21.845,0.268
Topcon_TRAIN066_020.tiff,21.596,0.284
Topcon_TRAIN066_021.tiff,21.726,0.27
Topcon_TRAIN066_022.tiff,21.529,0.264
Topcon_TRAIN066_023.tiff,20.39,0.271
Topcon_TRAIN066_024.tiff,20.626,0.258
Topcon_TRAIN066_025.tiff,20.542,0.263
Topcon_TRAIN066_026.tiff,20.93,0.258
Topcon_TRAIN066_027.tiff,21.243,0.284
Topcon_TRAIN066_028.tiff,21.774,0.264
Topcon_TRAIN066_029.tiff,21.385,0.274
Topcon_TRAIN066_030.tiff,21.568,0.261
Topcon_TRAIN066_031.tiff,22.054,0.267
Topcon_TRAIN066_032.tiff,21.84,0.271
Topcon_TRAIN066_033.tiff,20.724,0.275
Topcon_TRAIN066_034.tiff,21.966,0.278
Topcon_TRAIN066_035.tiff,20.881,0.244
Topcon_TRAIN066_036.tiff,21.579,0.256
Topcon_TRAIN066_037.tiff,22.014,0.264
Topcon_TRAIN066_038.tiff,21.37,0.241
Topcon_TRAIN066_039.tiff,21.488,0.265
Topcon_TRAIN066_040.tiff,22.069,0.261
Topcon_TRAIN066_041.tiff,20.836,0.242
Topcon_TRAIN066_042.tiff,20.418,0.259
Topcon_TRAIN066_043.tiff,21.112,0.242
Topcon_TRAIN066_044.tiff,20.586,0.261
Topcon_TRAIN066_045.tiff,20.975,0.243
Topcon_TRAIN066_046.tiff,21.956,0.261
Topcon_TRAIN066_047.tiff,21.739,0.275
Topcon_TRAIN066_048.tiff,21.951,0.253
Topcon_TRAIN066_049.tiff,21.321,0.241
Topcon_TRAIN066_050.tiff,21.798,0.248
Topcon_TRAIN066_051.tiff,20.88,0.257
Topcon_TRAIN066_052.tiff,20.946,0.239
Topcon_TRAIN066_053.tiff,21.424,0.231
Topcon_TRAIN066_054.tiff,21.762,0.247
Topcon_TRAIN066_055.tiff,21.559,0.237
Topcon_TRAIN066_056.tiff,20.694,0.236
Topcon_TRAIN066_057.tiff,21.133,0.265
Topcon_TRAIN066_058.tiff,22.193,0.264
Topcon_TRAIN066_059.tiff,22.085,0.264
Topcon_TRAIN066_060.tiff,22.04,0.258
Topcon_TRAIN066_061.tiff,21.397,0.25
Topcon_TRAIN066_062.tiff,21.605,0.249
Topcon_TRAIN066_063.tiff,21.836,0.255
Topcon_TRAIN066_064.tiff,20.808,0.272
Topcon_TRAIN066_065.tiff,21.776,0.255
Topcon_TRAIN066_066.tiff,21.395,0.249
Topcon_TRAIN066_067.tiff,21.121,0.244
Topcon_TRAIN066_068.tiff,21.251,0.248
Topcon_TRAIN066_069.tiff,21.416,0.236
Topcon_TRAIN066_070.tiff,21.315,0.236
Topcon_TRAIN066_071.tiff,21.469,0.242
Topcon_TRAIN066_072.tiff,21.82,0.252
Topcon_TRAIN066_073.tiff,21.701,0.246
Topcon_TRAIN066_074.tiff,20.815,0.239
Topcon_TRAIN066_075.tiff,21.112,0.226
Topcon_TRAIN066_076.tiff,21.216,0.232
Topcon_TRAIN066_077.tiff,21.457,0.24
Topcon_TRAIN066_078.tiff,21.406,0.238
Topcon_TRAIN066_079.tiff,21.576,0.24
Topcon_TRAIN066_080.tiff,21.409,0.237
Topcon_TRAIN066_081.tiff,21.039,0.232
Topcon_TRAIN066_082.tiff,21.219,0.23
Topcon_TRAIN066_083.tiff,21.302,0.238
Topcon_TRAIN066_084.tiff,21.384,0.236
Topcon_TRAIN066_085.tiff,21.362,0.24
Topcon_TRAIN066_086.tiff,21.293,0.236
Topcon_TRAIN066_087.tiff,21.352,0.231
Topcon_TRAIN066_088.tiff,21.077,0.234
Topcon_TRAIN066_089.tiff,21.238,0.234
Topcon_TRAIN066_090.tiff,21.147,0.24
Topcon_TRAIN066_091.tiff,21.428,0.245
Topcon_TRAIN066_092.tiff,21.579,0.253
Topcon_TRAIN066_093.tiff,21.499,0.247
Topcon_TRAIN066_094.tiff,21.399,0.252
Topcon_TRAIN066_095.tiff,21.372,0.244
Topcon_TRAIN066_096.tiff,20.646,0.237
Topcon_TRAIN066_097.tiff,21.359,0.244
Topcon_TRAIN066_098.tiff,21.477,0.256
Topcon_TRAIN066_099.tiff,21.58,0.254
Topcon_TRAIN066_100.tiff,21.318,0.251
Topcon_TRAIN066_101.tiff,21.19,0.25
Topcon_TRAIN066_102.tiff,20.914,0.244
Topcon_TRAIN066_103.tiff,20.973,0.248
Topcon_TRAIN066_104.tiff,21.551,0.258
Topcon_TRAIN066_105.tiff,21.52,0.261
Topcon_TRAIN066_106.tiff,21.333,0.27
Topcon_TRAIN066_107.tiff,21.293,0.265
Topcon_TRAIN066_108.tiff,21.51,0.27
Topcon_TRAIN066_109.tiff,21.123,0.254
Topcon_TRAIN066_110.tiff,21.512,0.257
Topcon_TRAIN066_111.tiff,21.637,0.263
Topcon_TRAIN066_112.tiff,21.236,0.256
Topcon_TRAIN066_113.tiff,21.197,0.254
Topcon_TRAIN066_114.tiff,21.389,0.256
Topcon_TRAIN066_115.tiff,21.414,0.259
Topcon_TRAIN066_116.tiff,21.308,0.256
Topcon_TRAIN066_117.tiff,21.138,0.25
Topcon_TRAIN066_118.tiff,21.09,0.246
Topcon_TRAIN066_119.tiff,21.024,0.244
Topcon_TRAIN066_120.tiff,21.143,0.248
Topcon_TRAIN066_121.tiff,21.344,0.244
Topcon_TRAIN066_122.tiff,20.885,0.242
Topcon_TRAIN066_123.tiff,21.256,0.238
Topcon_TRAIN066_124.tiff,21.069,0.24
Topcon_TRAIN066_125.tiff,21.195,0.24
Topcon_TRAIN066_126.tiff,21.132,0.231
