Slice,PSNR,SSIM,MSE
Cirrus_TRAIN002_001.tiff,21.054,0.203,0.00784443411976099
Cirrus_TRAIN002_002.tiff,20.768,0.196,0.008378957398235798
Cirrus_TRAIN002_003.tiff,20.439,0.186,0.009039297699928284
Cirrus_TRAIN002_004.tiff,20.638,0.192,0.00863447692245245
Cirrus_TRAIN002_005.tiff,20.46,0.182,0.008995159529149532
Cirrus_TRAIN002_006.tiff,20.435,0.182,0.00904782023280859
Cirrus_TRAIN002_007.tiff,20.518,0.185,0.008874860592186451
Cirrus_TRAIN002_008.tiff,20.72,0.192,0.008471837267279625
Cirrus_TRAIN002_009.tiff,20.854,0.199,0.00821398850530386
Cirrus_TRAIN002_010.tiff,20.998,0.202,0.007947344332933426
Cirrus_TRAIN002_011.tiff,21.118,0.211,0.007729625329375267
Cirrus_TRAIN002_012.tiff,21.037,0.211,0.007875793613493443
Cirrus_TRAIN002_013.tiff,20.953,0.209,0.008030341006815434
Cirrus_TRAIN002_014.tiff,20.866,0.202,0.008191460743546486
Cirrus_TRAIN002_015.tiff,20.967,0.206,0.00800301507115364
Cirrus_TRAIN002_016.tiff,20.782,0.195,0.008353028446435928
Cirrus_TRAIN002_017.tiff,20.613,0.191,0.008684107102453709
Cirrus_TRAIN002_018.tiff,20.725,0.195,0.008462158031761646
Cirrus_TRAIN002_019.tiff,20.843,0.197,0.008235050365328789
Cirrus_TRAIN002_020.tiff,20.818,0.198,0.008282375521957874
Cirrus_TRAIN002_021.tiff,20.854,0.202,0.008214152418076992
Cirrus_TRAIN002_022.tiff,20.895,0.198,0.00813733134418726
Cirrus_TRAIN002_023.tiff,20.755,0.197,0.00840432196855545
Cirrus_TRAIN002_024.tiff,20.677,0.194,0.008556602522730827
Cirrus_TRAIN002_025.tiff,20.781,0.196,0.008354987017810345
Cirrus_TRAIN002_026.tiff,20.681,0.198,0.008548169396817684
Cirrus_TRAIN002_027.tiff,20.624,0.193,0.008662204258143902
Cirrus_TRAIN002_028.tiff,20.864,0.201,0.008196047507226467
Cirrus_TRAIN002_029.tiff,20.826,0.199,0.00826761033385992
Cirrus_TRAIN002_030.tiff,20.515,0.191,0.008881067857146263
Cirrus_TRAIN002_031.tiff,20.612,0.192,0.008684670552611351
Cirrus_TRAIN002_032.tiff,20.862,0.2,0.008200584910809994
Cirrus_TRAIN002_033.tiff,20.916,0.2,0.008098622784018517
Cirrus_TRAIN002_034.tiff,20.94,0.203,0.008053758181631565
Cirrus_TRAIN002_035.tiff,20.849,0.197,0.008223996497690678
Cirrus_TRAIN002_036.tiff,20.84,0.198,0.008240991272032261
Cirrus_TRAIN002_037.tiff,20.805,0.2,0.008307399228215218
