Volume,dice_SRF
TRAIN008,0.733880663556712 (0.19281296607154116)
TRAIN017,nan (nan)
TRAIN019,nan (nan)
TRAIN021,0.7129937082529068 (0.15457500192080426)
TRAIN023,nan (nan)
TRAIN025,nan (nan)
TRAIN031,nan (nan)
TRAIN035,0.8604107817938161 (0.14863516112134886)
TRAIN037,0.9106495512856377 (0.06923454220808516)
TRAIN053,0.8138505510695568 (0.14002924591833124)
TRAIN057,0.7916639796163463 (0.14178412515737934)
TRAIN060,nan (nan)
TRAIN065,nan (nan)
TRAIN070,nan (nan)
