slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED
Cirrus_TRAIN004_000.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_001.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_002.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_003.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_004.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_005.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_006.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_007.tiff,0.9997774958610535,1.0,1.0,0.0,253952,0,0,0,507791,0,0,113,253839,0,0,0
Cirrus_TRAIN004_008.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN004_009.tiff,0.9997459053993225,1.0,0.6274510025978088,0.0,253894,0,58,0,507679,0,153,72,253775,0,48,0
Cirrus_TRAIN004_010.tiff,0.999455988407135,1.0,0.5027124881744385,0.0,253590,0,362,0,507350,0,553,1,253537,0,139,0
Cirrus_TRAIN004_011.tiff,0.9986487030982971,1.0,0.6041666865348816,1.0,252820,0,1132,0,506176,0,1728,0,252746,0,522,0
Cirrus_TRAIN004_012.tiff,0.9986464381217957,1.0,0.6207367181777954,0.6366197466850281,252753,0,957,242,506083,0,1466,355,252699,0,455,113
Cirrus_TRAIN004_013.tiff,0.9991412162780762,1.0,0.8421627283096313,0.7925608158111572,252677,0,909,366,505374,0,1831,699,252470,0,771,277
Cirrus_TRAIN004_014.tiff,0.9977796673774719,1.0,0.7697160840034485,0.6937704682350159,251758,0,1323,871,503526,0,2853,1525,251204,0,1098,529
Cirrus_TRAIN004_015.tiff,0.9972001314163208,1.0,0.7614730596542358,0.5004405379295349,251593,0,1620,739,503239,0,3530,1135,250915,0,1344,284
Cirrus_TRAIN004_016.tiff,0.9967716336250305,1.0,0.7492765188217163,0.34995296597480774,251206,0,1918,828,503040,0,3801,1063,250708,0,1424,186
Cirrus_TRAIN004_017.tiff,0.9958198070526123,1.0,0.7539215683937073,0.43285122513771057,250760,0,1942,1250,501888,0,4080,1936,249895,0,1538,419
