Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6723768736616702 (0.469849902227108),0.7164179104477612 (0.4512176831943187),0.3627450980392157 (0.4812642095730806)
Spectralis,0.43125 (0.49680583504609627),0.6864864864864865 (0.46518005055672546),0.6526946107784432 (0.47754573000697)
Topcon,0.7745803357314148 (0.4183603283342308),0.9066059225512528 (0.2913158731612662),0.6974789915966386 (0.45999429372510087)
