Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.20160186862821705 (0.18852708560873163),0.09565063736711939 (0.12383025729560602),0.18662714351443735 (0.16546773763369194)
Spectralis,0.5293091760061327 (0.21934557632898624),0.795798683375643 (0.17354491065682856),0.3119412929835645 (0.21100593726474992)
Topcon,0.09938769913958467 (0.15288041753549192),0.21951016162453993 (0.2605542613051071),0.25351334328775943 (0.15850162666546344)
