Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.8586956521739131 (0.3502439256481348),0.6796875 (0.46843000888963804),0.546875 (0.4997538764310627)
TRAIN005,0.859375 (0.34900025945887514),0.6438356164383562 (0.48217859225079873),0.2028985507246377 (0.40510384089716234)
TRAIN006,0.4025974025974026 (0.4936368860370167),0.703125 (0.45867620198536185),0.46875 (0.500983285118879)
TRAIN009,0.8461538461538461 (0.36280012627331265),0.875 (0.3320184038158742),0.35964912280701755 (0.48201628479184544)
TRAIN020,0.21518987341772153 (0.413579932929269),0.0 (0.0),0.0 (0.0)
TRAIN030,0.5333333333333333 (0.507416263404925),0.8275862068965517 (0.38442587221924474),0.8235294117647058 (0.3929526239966879)
TRAIN036,0.3076923076923077 (0.4706787243316417),0.8775510204081632 (0.33120066055341796),0.8571428571428571 (0.3535533905932738)
TRAIN038,0.2653061224489796 (0.44607128559988557),1.0 (0.0),0.375 (0.5)
TRAIN045,0.5333333333333333 (0.5074162634049247),0.32653061224489793 (0.4738035414793427),0.2777777777777778 (0.4542567625794978)
TRAIN047,0.64 (0.48989794855663554),0.7142857142857143 (0.45643546458763834),0.7551020408163265 (0.4344830378784443)
TRAIN055,0.9112903225806451 (0.2854776848082392),0.90625 (0.29262590667923183),0.6666666666666666 (0.47501686879628363)
TRAIN058,0.734375 (0.44340086908875304),0.84375 (0.3645188825671882),0.43617021276595747 (0.49856807083257715)
TRAIN061,0.6933333333333334 (0.464214923818155),0.8363636363636363 (0.3733549777275501),0.6376811594202898 (0.48419170039153675)
TRAIN066,0.7111111111111111 (0.4557853931339366),1.0 (0.0),0.9375 (0.24301258837812545)
