,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,Run058_final,0.530 (0.489),0.681 (0.218),0.519 (0.502),0.681 (0.377),0.551 (0.213),0.761 (0.430),0.404 (0.492),0.023 (0.032),0.411 (0.494),0.530 (0.489),0.681 (0.218),0.519 (0.502),0.681 (0.377),0.551 (0.213),0.761 (0.430),0.404 (0.492),0.023 (0.032),0.411 (0.494),0.358 (0.385),0.397 (0.225),0.328 (0.473)
