Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8875878220140515 (0.3162434116913789),0.836852207293666 (0.36985557893474724),0.7413127413127413 (0.4383367264513742)
Spectralis,0.8682170542635659 (0.3395733757516626),0.8802395209580839 (0.32565772573715984),0.7708333333333334 (0.4213955042826968)
Topcon,0.8590785907859079 (0.34841288725068215),0.9494736842105264 (0.21925924592147075),0.9290465631929047 (0.25703216410131735)
