Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.6492612946821356 (0.17447309064631483),0.7912830650806427 (0.07612853908255357),nan (nan)
TRAIN010,0.8502213823444703 (0.11911988859533242),nan (nan),nan (nan)
TRAIN011,0.5596717105192297 (0.24008204603356992),0.7850743190544408 (0.11192205136240381),0.1544561723924496 (0.1714151696045074)
TRAIN013,0.4161465550876326 (0.2610046491924083),0.7107482529603518 (0.18423324074904002),0.4200554161798209 (0.20193326585397217)
TRAIN015,nan (nan),0.8593238401412964 (0.11490371674762083),0.7875092075694174 (0.08261596953857597)
TRAIN028,nan (nan),0.8288605340889522 (0.07633831437405485),0.69525730880824 (0.15048066046088573)
TRAIN029,0.7471974369357613 (0.15166805605001607),0.9048279722531637 (0.027955559817531936),nan (nan)
TRAIN032,0.7067956808878451 (0.1175180865953248),0.858021517010296 (0.17824433227363906),nan (nan)
TRAIN041,0.7723241249720255 (0.10864088508728735),nan (nan),nan (nan)
TRAIN046,0.5988155655148957 (0.29588221150322946),0.5418758988380432 (0.4693646718373664),0.8450803905725479 (0.12609321010252716)
TRAIN049,nan (nan),0.47467726782748576 (0.29043585378485587),0.5179872925168482 (0.22796439119410306)
TRAIN050,0.42427959992877534 (0.2780202386654778),nan (nan),0.333521870134229 (0.2902709227564715)
TRAIN051,0.6318822956206848 (0.18967914568251876),0.8313133039257743 (0.10933801749025822),nan (nan)
TRAIN056,0.6075059898473598 (0.3732565851492101),nan (nan),nan (nan)
