Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6655757452050844 (0.15309916215647562),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6638686519454826 (0.21927507175708505),0.8161911231986547 (0.15754822778326427)
TRAIN006,0.6435150339030752 (0.2546910604278628),nan (nan),nan (nan)
TRAIN009,0.42802332140303945 (0.24328317760895193),nan (nan),0.44336187307323727 (0.19883920651007744)
TRAIN020,0.27940514995431415 (0.2059728435570741),0.7618461795921984 (0.11014779997625608),0.4211205121991633 (0.24985843741388034)
TRAIN030,0.5279948568265689 (0.3013346260968861),0.9031039744615554 (0.08996300343225452),0.6418352052569389 (0.3238852766295089)
TRAIN036,0.6003478063351434 (0.2412966129827611),nan (nan),nan (nan)
TRAIN038,nan (nan),0.829966627061367 (0.16340984318740498),0.6440217878782388 (0.2059353784341086)
TRAIN045,0.6066237593951979 (0.25466017104903665),nan (nan),0.2850657690029878 (0.20911804417064345)
TRAIN047,0.6383034835259119 (0.18671970531633902),nan (nan),nan (nan)
TRAIN055,0.5217339359223843 (0.2633411384422397),nan (nan),0.640017579159429 (0.24358982322068023)
TRAIN058,nan (nan),nan (nan),0.576511891449199 (0.20099302303899053)
TRAIN061,0.6749067289649315 (0.15939520069867819),0.6293279226512125 (0.18255108697927883),0.5110318185919422 (0.1465949568124722)
TRAIN066,0.7437993623316288 (0.2051932635688081),nan (nan),nan (nan)
