Slice,PSNR,SSIM,MSE
Spectralis_TEST026_001.tiff,24.14,0.388,0.003854562761262059
Spectralis_TEST026_002.tiff,23.957,0.408,0.0040205782279372215
Spectralis_TEST026_003.tiff,23.924,0.399,0.004051043186336756
Spectralis_TEST026_004.tiff,23.783,0.42,0.004184705670922995
Spectralis_TEST026_005.tiff,23.756,0.409,0.004211251623928547
Spectralis_TEST026_006.tiff,23.949,0.404,0.004027923569083214
Spectralis_TEST026_007.tiff,23.715,0.405,0.004251393489539623
Spectralis_TEST026_008.tiff,23.198,0.382,0.0047890073619782925
Spectralis_TEST026_009.tiff,23.897,0.407,0.004076710902154446
Spectralis_TEST026_010.tiff,23.673,0.382,0.004292462021112442
Spectralis_TEST026_011.tiff,22.472,0.379,0.005659926682710648
Spectralis_TEST026_012.tiff,22.942,0.354,0.005078895483165979
Spectralis_TEST026_013.tiff,23.193,0.381,0.0047936285845935345
Spectralis_TEST026_014.tiff,23.673,0.428,0.004291917663067579
Spectralis_TEST026_015.tiff,24.199,0.443,0.0038028452545404434
Spectralis_TEST026_016.tiff,23.868,0.406,0.004104226361960173
Spectralis_TEST026_017.tiff,23.922,0.397,0.004053488839417696
Spectralis_TEST026_018.tiff,24.143,0.416,0.003851797664538026
Spectralis_TEST026_019.tiff,24.266,0.422,0.003744242712855339
Spectralis_TEST026_020.tiff,23.622,0.416,0.004342987202107906
Spectralis_TEST026_021.tiff,23.754,0.419,0.004213294479995966
Spectralis_TEST026_022.tiff,23.664,0.411,0.0043008290231227875
Spectralis_TEST026_023.tiff,22.846,0.396,0.005192616954445839
Spectralis_TEST026_024.tiff,23.584,0.406,0.004381589591503143
Spectralis_TEST026_025.tiff,23.493,0.405,0.004474311135709286
Spectralis_TEST026_026.tiff,24.058,0.429,0.003928696271032095
Spectralis_TEST026_027.tiff,24.098,0.433,0.0038921355735510588
Spectralis_TEST026_028.tiff,23.29,0.457,0.004687844309955835
Spectralis_TEST026_029.tiff,24.381,0.456,0.003646988421678543
Spectralis_TEST026_030.tiff,24.19,0.434,0.0038110786117613316
Spectralis_TEST026_031.tiff,24.305,0.451,0.003711157711222768
Spectralis_TEST026_032.tiff,23.574,0.434,0.00439116545021534
Spectralis_TEST026_033.tiff,23.772,0.427,0.0041952249594032764
Spectralis_TEST026_034.tiff,23.84,0.42,0.004130705259740353
Spectralis_TEST026_035.tiff,23.669,0.417,0.004295968450605869
Spectralis_TEST026_036.tiff,23.206,0.384,0.004779799375683069
Spectralis_TEST026_037.tiff,23.33,0.398,0.00464531360194087
Spectralis_TEST026_038.tiff,23.462,0.387,0.004506438970565796
Spectralis_TEST026_039.tiff,23.31,0.396,0.004666605498641729
Spectralis_TEST026_040.tiff,23.481,0.399,0.004486233927309513
