Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6215824240280199 (0.4329063659962627),0.8224023835500702 (0.31627179912218356),0.6817672767931071 (0.4350397704686153)
Spectralis,0.6769055809293475 (0.3998459541289129),0.8463616866542368 (0.32962647240514464),0.7584394083947551 (0.367554754787602)
Topcon,0.7364312817226164 (0.40164199190784855),0.8529019819106907 (0.3153049451453915),0.741116096789483 (0.36550088291167393)
