Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.7296432803074518 (0.20407364136308154),0.7974193287747247 (0.1614736007454379),nan (nan)
TRAIN017,0.6768082386773565 (0.22912285988426548),nan (nan),0.4770927219518593 (0.24348302459972648)
TRAIN019,0.7065553855564859 (0.1818710244057154),nan (nan),nan (nan)
TRAIN021,0.6214398333559865 (0.15999407365583068),0.5551029562950134 (0.29353421195351354),nan (nan)
TRAIN023,nan (nan),nan (nan),0.42584329758855427 (0.2631178951738215)
TRAIN025,0.6317408725619316 (0.24741612926394055),nan (nan),0.5907980511928427 (0.17410935726393523)
TRAIN031,nan (nan),nan (nan),0.5453016245737672 (0.26734078583193727)
TRAIN035,nan (nan),0.9033204719077709 (0.14713250128812846),0.29431457900338703 (0.1470018897862734)
TRAIN037,0.6165537320229472 (0.15881978925900647),0.8251708530717425 (0.15634453850167493),nan (nan)
TRAIN053,0.5391315644250271 (0.21283037643363656),0.6602881796561278 (0.22428994825494686),0.6174961773956076 (0.11402650761807044)
TRAIN057,nan (nan),0.5701719164093838 (0.24353851672861007),0.6388567085080641 (0.16041594931115155)
TRAIN060,0.37690799700488387 (0.20768892098280511),nan (nan),nan (nan)
TRAIN065,0.574113636277616 (0.19477818635309485),nan (nan),nan (nan)
TRAIN070,0.4677211229914221 (0.22726121414200587),nan (nan),nan (nan)
