Volume,dice_IRF,dice_SRF,dice_PED
TRAIN001,0.5284814795595594 (0.3421558350580253),0.947123987134546 (0.1867542594506499),0.7578125 (0.4300905187640255)
TRAIN010,0.7752953636081656 (0.3803384997941932),0.90625 (0.29262590667923183),0.6953125 (0.46208350048159347)
TRAIN011,0.7058045630110428 (0.3998046927062979),0.5891510560177267 (0.4375180887782387),0.23412791534792632 (0.3966068794223832)
TRAIN013,0.6013834287296049 (0.43386118525095246),0.7572766800876707 (0.3062637583312977),0.6250990042462945 (0.3562855816119102)
TRAIN015,0.4453125 (0.49895313635998373),0.8842973771970719 (0.12227803898355026),0.8158214008435607 (0.19960473870548798)
TRAIN028,0.9183673469387755 (0.2766416675862441),0.9428647823479711 (0.10737616798541645),0.8527331273166501 (0.29425400099880755)
TRAIN029,0.8209334855176964 (0.2890501645253874),0.9437781195251309 (0.2025258651337055),0.9387755102040817 (0.24222607082590245)
TRAIN032,0.6984302243407892 (0.1159769264608279),0.7462834934799039 (0.33531615580577834),0.5714285714285714 (0.5)
TRAIN041,0.9651592849772803 (0.15213233826975817),1.0 (0.0),1.0 (0.0)
TRAIN046,0.7583734165040814 (0.23022682979849193),0.5495239411081586 (0.4886362536351289),0.8054337306898467 (0.24369229706844636)
TRAIN049,1.0 (0.0),0.8316482910886407 (0.34433024692739406),0.7855268517741933 (0.3494568200706565)
TRAIN050,0.8154955077552586 (0.3249743023352662),0.9609375 (0.19450497433065844),0.8259326873812824 (0.28661619560884816)
TRAIN051,0.7271824954077601 (0.347886630494739),0.9717593598179519 (0.07337244885459437),0.9453125 (0.22826265262341355)
TRAIN056,0.8619225090369582 (0.26420544567244797),0.859375 (0.35038244411336755),0.640625 (0.4836103475464191)
