Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.8522483940042827 (0.3552341281570523),0.8528784648187633 (0.3546052761371505),0.7235294117647059 (0.44769140863442486)
Spectralis,0.66875 (0.4721405158071765),0.9027027027027027 (0.2971664063962847),0.8622754491017964 (0.3456470737245512)
Topcon,0.920863309352518 (0.27027625294385016),0.8701594533029613 (0.3365114096943744),0.9495798319327731 (0.21911746487291056)
