Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6875470958417281 (0.4168133000162922),0.6223165012430399 (0.434017715769646),0.5962966152554146 (0.4562848547449203)
Spectralis,0.6650749687067404 (0.40038760871743634),0.7072378657302077 (0.426674060150981),0.7281218756674503 (0.38736233749255916)
Topcon,0.84615524947003 (0.31203496224411575),0.8513943144935183 (0.31505614371083157),0.7470043347420869 (0.358683935038486)
