Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6911439606919885 (0.2050276345775076),0.6368822245036855 (0.2710277404697518),0.6020967907312772 (0.1883778111016318)
Spectralis,0.6185239691145813 (0.18901946726394564),0.8988499612104698 (0.1207438718924171),0.6230111569166183 (0.1648954704655559)
Topcon,0.506273181467206 (0.21568728100094578),0.6509050639967123 (0.2133160609192261),0.6562897306173405 (0.1142650579967632)
