Volume,dice_IRF,dice_SRF,dice_PED
TRAIN003,0.6361782194839584 (0.20380053143390622),nan (nan),nan (nan)
TRAIN005,nan (nan),0.6738080680370331 (0.18774961741331234),0.8198503114409366 (0.12070658785722976)
TRAIN006,0.6561771572804919 (0.27460996976870683),nan (nan),nan (nan)
TRAIN009,0.41380754161022 (0.27011493281006743),nan (nan),0.4708131743328912 (0.1422060897285328)
TRAIN020,0.3425940874184729 (0.2095327153486722),0.7617671446039759 (0.13585110866792405),0.44289369691620795 (0.23688879022080614)
TRAIN030,0.5173475428631431 (0.31418140178356735),0.909188774228096 (0.08670524453307633),0.6044409234891646 (0.3174240028092671)
TRAIN036,0.6142605607924254 (0.19421859262450994),nan (nan),nan (nan)
TRAIN038,nan (nan),0.8139685194939374 (0.19830913681655063),0.6253849087339459 (0.17787900295748002)
TRAIN045,0.6245119854023582 (0.2546398233875821),nan (nan),0.3232857600714152 (0.2514348014840366)
TRAIN047,0.6306174645821253 (0.1843975451644942),nan (nan),nan (nan)
TRAIN055,0.5748870894312859 (0.12147114550608831),nan (nan),0.6939606658753849 (0.2358182472276455)
TRAIN058,nan (nan),nan (nan),0.5040035230271956 (0.20128709345954593)
TRAIN061,0.6028325859949274 (0.17314452036415956),0.644732707575576 (0.17728291621137032),0.5620309392274436 (0.1545896461779867)
TRAIN066,0.7271073829186591 (0.18735961744041688),nan (nan),nan (nan)
