Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.16561150228517363 (0.2785626707513299),0.1790121210658981 (0.33616110611911915),0.04126192534367874 (0.13166686984895484)
Spectralis,0.3071822164618239 (0.3435247087401406),0.3434776094799139 (0.4251788447888454),0.24296464469968057 (0.37128195492427696)
Topcon,0.3714463267588144 (0.4532269073954749),0.37554902376905375 (0.47293394721074833),0.051846127840690315 (0.16981121814650213)
