Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5886363636363636 (0.4926410204037712),0.6600660066006601 (0.4740777865519992),0.9343065693430657 (0.24797179653405332)
Spectralis,0.36752136752136755 (0.48420376514172647),0.5259259259259259 (0.501187092745584),0.6 (0.4920419323166419)
Topcon,0.5100671140939598 (0.5004587536405619),0.5909090909090909 (0.492174790948013),0.668141592920354 (0.4714022083012007)
