slice,dice_Background,dice_SRF,voxels_Background,voxels_SRF,union_Background,union_SRF,intersection_Background,intersection_SRF,binary_dice
Cirrus_TRAIN004_000.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_001.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_002.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_003.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_004.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_005.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_006.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN004_007.tiff,0.9999960660934448,0.0,253952,0,507902,2,253950,0,0.0
Cirrus_TRAIN004_008.tiff,0.999850332736969,0.0,253952,0,507828,76,253876,0,0.0
Cirrus_TRAIN004_009.tiff,0.9997045397758484,0.43609023094177246,253894,58,507638,266,253744,58,0.43609023094177246
Cirrus_TRAIN004_010.tiff,0.9994101524353027,0.6964467167854309,253590,362,506919,985,253310,343,0.6964467167854309
Cirrus_TRAIN004_011.tiff,0.9991357326507568,0.8067227005958557,252820,1132,505643,2261,252603,912,0.8067227005958557
Cirrus_TRAIN004_012.tiff,0.9990981817245483,0.7967914342880249,252995,957,505660,2244,252602,894,0.7967914342880249
Cirrus_TRAIN004_013.tiff,0.9985299110412598,0.7026810646057129,253043,909,505405,2499,252331,878,0.7026810646057129
Cirrus_TRAIN004_014.tiff,0.999164342880249,0.8542817831039429,252629,1323,505008,2896,252293,1237,0.8542817831039429
Cirrus_TRAIN004_015.tiff,0.9988284111022949,0.8298301100730896,252332,1620,504431,3473,251920,1441,0.8298301100730896
Cirrus_TRAIN004_016.tiff,0.9989878535270691,0.8736998438835144,252034,1918,503866,4038,251678,1764,0.8736998438835144
Cirrus_TRAIN004_017.tiff,0.999198317527771,0.8979282379150391,252010,1942,503946,3958,251771,1777,0.8979282379150391
Cirrus_TRAIN004_018.tiff,0.99845951795578,0.8136407136917114,251996,1956,503740,4164,251482,1694,0.8136407136917114
Cirrus_TRAIN004_019.tiff,0.9987055063247681,0.8461538553237915,252033,1919,503666,4238,251507,1793,0.8461538553237915
Cirrus_TRAIN004_020.tiff,0.9986031651496887,0.8203164935112,252134,1818,503986,3918,251641,1607,0.8203164935112
Cirrus_TRAIN004_021.tiff,0.9990053772926331,0.8429286479949951,252474,1478,504708,3196,252103,1347,0.8429286479949951
Cirrus_TRAIN004_022.tiff,0.9987318515777588,0.8012422323226929,252585,1367,504684,3220,252022,1290,0.8012422323226929
Cirrus_TRAIN004_023.tiff,0.9990434646606445,0.8372092843055725,252545,1407,504937,2967,252227,1242,0.8372092843055725
Cirrus_TRAIN004_024.tiff,0.9990611672401428,0.758515477180481,253140,812,505937,1967,252731,746,0.758515477180481
Cirrus_TRAIN004_025.tiff,0.9990777373313904,0.8215926289558411,252687,1265,505292,2612,252413,1073,0.8215926289558411
Cirrus_TRAIN004_026.tiff,0.9991536736488342,0.8056312203407288,253020,932,505702,2202,252637,887,0.8056312203407288
Cirrus_TRAIN004_027.tiff,0.9992464780807495,0.8313413262367249,252978,974,505645,2259,252632,939,0.8313413262367249
Cirrus_TRAIN004_028.tiff,0.9989191293716431,0.8017429113388062,252669,1283,505150,2754,252302,1104,0.8017429113388062
Cirrus_TRAIN004_029.tiff,0.9989013671875,0.7964796423912048,252704,1248,505177,2727,252311,1086,0.7964796423912048
Cirrus_TRAIN004_030.tiff,0.9988853335380554,0.7994300127029419,252667,1285,505097,2807,252267,1122,0.7994300127029419
Cirrus_TRAIN004_031.tiff,0.9990631341934204,0.8431177735328674,252610,1342,504889,3015,252208,1271,0.8431177735328674
Cirrus_TRAIN004_032.tiff,0.9982841610908508,0.7713454961776733,252382,1570,504121,3783,251628,1459,0.7713454961776733
Cirrus_TRAIN004_033.tiff,0.9988102316856384,0.8337950110435486,252342,1610,504294,3610,251847,1505,0.8337950110435486
Cirrus_TRAIN004_034.tiff,0.9990379810333252,0.8703555464744568,252219,1733,504163,3741,251839,1628,0.8703555464744568
Cirrus_TRAIN004_035.tiff,0.9988297820091248,0.841227114200592,252247,1705,504188,3716,251799,1563,0.841227114200592
Cirrus_TRAIN004_036.tiff,0.9991471767425537,0.8289003372192383,252872,1080,505385,2519,252477,1044,0.8289003372192383
Cirrus_TRAIN004_037.tiff,0.9987841844558716,0.7882758378982544,252662,1290,505004,2900,252195,1143,0.7882758378982544
Cirrus_TRAIN004_038.tiff,0.9990463852882385,0.8622960448265076,252177,1775,504411,3493,251965,1506,0.8622960448265076
Cirrus_TRAIN004_039.tiff,0.9987791776657104,0.8144578337669373,252458,1494,504584,3320,251984,1352,0.8144578337669373
Cirrus_TRAIN004_040.tiff,0.9986820816993713,0.7996384501457214,252524,1428,504585,3319,251960,1327,0.7996384501457214
Cirrus_TRAIN004_041.tiff,0.9987449645996094,0.821135938167572,252343,1609,504365,3539,251866,1453,0.821135938167572
Cirrus_TRAIN004_042.tiff,0.9991855025291443,0.8754168152809143,252419,1533,504605,3299,252097,1444,0.8754168152809143
Cirrus_TRAIN004_043.tiff,0.9989932775497437,0.8458737730979919,252394,1558,504608,3296,252050,1394,0.8458737730979919
Cirrus_TRAIN004_044.tiff,0.9972358345985413,0.6477876305580139,252553,1399,503949,3955,251278,1281,0.6477876305580139
Cirrus_TRAIN004_045.tiff,0.9993205666542053,0.8881643414497375,252505,1447,504837,3067,252247,1362,0.8881643414497375
Cirrus_TRAIN004_046.tiff,0.9992402791976929,0.8440292477607727,252850,1102,505442,2462,252529,1039,0.8440292477607727
Cirrus_TRAIN004_047.tiff,0.9990569949150085,0.8484076261520386,252400,1552,504764,3140,252144,1332,0.8484076261520386
Cirrus_TRAIN004_048.tiff,0.9989492297172546,0.8493462204933167,252286,1666,504386,3518,251928,1494,0.8493462204933167
Cirrus_TRAIN004_049.tiff,0.9985274076461792,0.8157894611358643,252002,1950,503876,4028,251567,1643,0.8157894611358643
Cirrus_TRAIN004_050.tiff,0.9988209009170532,0.8563829660415649,252094,1858,503768,4136,251587,1771,0.8563829660415649
Cirrus_TRAIN004_051.tiff,0.9985799789428711,0.8598350882530212,251647,2305,502810,5094,251048,2190,0.8598350882530212
Cirrus_TRAIN004_052.tiff,0.9989606738090515,0.8886523246765137,251702,2250,503207,4697,251342,2087,0.8886523246765137
Cirrus_TRAIN004_053.tiff,0.9981275796890259,0.7797243595123291,252233,1719,503623,4281,251340,1669,0.7797243595123291
Cirrus_TRAIN004_054.tiff,0.9985307455062866,0.8501926064491272,251671,2281,502971,4933,251116,2097,0.8501926064491272
Cirrus_TRAIN004_055.tiff,0.9985519051551819,0.83724045753479,251918,2034,503425,4479,251348,1875,0.83724045753479
Cirrus_TRAIN004_056.tiff,0.9989593625068665,0.8803653120994568,251917,2035,503524,4380,251500,1928,0.8803653120994568
Cirrus_TRAIN004_057.tiff,0.9988917112350464,0.8737556338310242,251726,2226,503484,4420,251463,1931,0.8737556338310242
Cirrus_TRAIN004_058.tiff,0.9991990327835083,0.9156020879745483,251624,2328,503129,4775,251363,2186,0.9156020879745483
Cirrus_TRAIN004_059.tiff,0.9985939860343933,0.8372413516044617,252024,1928,503554,4350,251423,1821,0.8372413516044617
Cirrus_TRAIN004_060.tiff,0.9989234209060669,0.8780378103256226,251608,2344,503460,4444,251459,1951,0.8780378103256226
Cirrus_TRAIN004_061.tiff,0.9980720281600952,0.7720122337341309,252055,1897,503645,4259,251337,1644,0.7720122337341309
Cirrus_TRAIN004_062.tiff,0.999036967754364,0.8871305584907532,251949,2003,503607,4297,251561,1906,0.8871305584907532
Cirrus_TRAIN004_063.tiff,0.9989944696426392,0.8632317185401917,251932,2020,504197,3707,251845,1600,0.8632317185401917
Cirrus_TRAIN004_064.tiff,0.9987931847572327,0.8515625,252079,1873,503808,4096,251600,1744,0.8515625
Cirrus_TRAIN004_065.tiff,0.9989771246910095,0.8834050297737122,251854,2098,503487,4417,251486,1951,0.8834050297737122
Cirrus_TRAIN004_066.tiff,0.9992457628250122,0.9067255854606628,251915,2037,503830,4074,251725,1847,0.9067255854606628
Cirrus_TRAIN004_067.tiff,0.9990402460098267,0.8959276080131531,251719,2233,503263,4641,251390,2079,0.8959276080131531
Cirrus_TRAIN004_068.tiff,0.9991693496704102,0.9108361601829529,251609,2343,503216,4688,251399,2135,0.9108361601829529
