Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.5459907520239373 (0.23270529095887899),0.5328157270085756 (0.19702072808089902),0.30839068703028527 (0.1648856786380491)
Spectralis,0.5579659029841423 (0.18561242380084364),0.7427747705787943 (0.17233540517757784),0.5428817682796054 (0.15576714641985498)
Topcon,0.5766144966854986 (0.2192045224818216),0.5300387574768648 (0.2533285703087732),0.4632765291488334 (0.1588203415675585)
