slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED
Cirrus_TRAIN003_000.tiff,0.9988810420036316,0.0,1.0,0.0,131072,0,0,0,261851,118,0,175,130779,0,0,0
Cirrus_TRAIN003_001.tiff,0.9998512268066406,0.0,1.0,1.0,131072,0,0,0,262105,39,0,0,131033,0,0,0
Cirrus_TRAIN003_002.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_003.tiff,0.9999198913574219,0.0,1.0,1.0,131072,0,0,0,262123,21,0,0,131051,0,0,0
Cirrus_TRAIN003_004.tiff,0.9999237060546875,0.0,1.0,1.0,131072,0,0,0,262124,20,0,0,131052,0,0,0
Cirrus_TRAIN003_005.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_006.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_007.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_008.tiff,0.999648928642273,0.0,1.0,0.0,131072,0,0,0,262052,78,0,14,130980,0,0,0
Cirrus_TRAIN003_009.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_010.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_011.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_012.tiff,0.9996527433395386,0.0,1.0,1.0,131072,0,0,0,262053,91,0,0,130981,0,0,0
Cirrus_TRAIN003_013.tiff,0.9997329115867615,0.0,1.0,1.0,131072,0,0,0,262074,70,0,0,131002,0,0,0
Cirrus_TRAIN003_014.tiff,0.9991142153739929,0.0,1.0,1.0,131072,0,0,0,261912,232,0,0,130840,0,0,0
Cirrus_TRAIN003_015.tiff,0.9998283386230469,0.0,1.0,1.0,131072,0,0,0,262099,45,0,0,131027,0,0,0
Cirrus_TRAIN003_016.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_017.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_018.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_019.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_020.tiff,0.9996947050094604,0.0,1.0,1.0,131072,0,0,0,262064,80,0,0,130992,0,0,0
Cirrus_TRAIN003_021.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_022.tiff,1.0,1.0,1.0,1.0,131072,0,0,0,262144,0,0,0,131072,0,0,0
Cirrus_TRAIN003_023.tiff,0.9999351501464844,0.0,1.0,1.0,131072,0,0,0,262127,17,0,0,131055,0,0,0
Cirrus_TRAIN003_024.tiff,0.9999580383300781,0.0,1.0,1.0,131072,0,0,0,262133,11,0,0,131061,0,0,0
Cirrus_TRAIN003_025.tiff,0.9991562366485596,0.0,0.0,1.0,131072,0,0,0,261923,123,98,0,130851,0,0,0
Cirrus_TRAIN003_026.tiff,0.9997939467430115,1.0,0.0,1.0,131072,0,0,0,262090,0,54,0,131018,0,0,0
Cirrus_TRAIN003_027.tiff,0.9992594122886658,0.0,0.0,1.0,131072,0,0,0,261950,53,141,0,130878,0,0,0
Cirrus_TRAIN003_028.tiff,0.9993816614151001,1.0,0.0,1.0,131072,0,0,0,261982,0,162,0,130910,0,0,0
Cirrus_TRAIN003_029.tiff,0.9997825026512146,1.0,0.0,1.0,131072,0,0,0,262087,0,57,0,131015,0,0,0
Cirrus_TRAIN003_030.tiff,0.9995381832122803,0.0,0.0,1.0,131072,0,0,0,262023,73,48,0,130951,0,0,0
Cirrus_TRAIN003_031.tiff,0.9996336698532104,0.0,1.0,1.0,131072,0,0,0,262048,96,0,0,130976,0,0,0
Cirrus_TRAIN003_032.tiff,0.9990301132202148,0.0,0.0,1.0,131072,0,0,0,261890,246,8,0,130818,0,0,0
Cirrus_TRAIN003_033.tiff,0.9991218447685242,0.0,1.0,1.0,131072,0,0,0,261914,230,0,0,130842,0,0,0
Cirrus_TRAIN003_034.tiff,0.9991600513458252,0.0,1.0,0.0,131072,0,0,0,261924,199,0,21,130852,0,0,0
Cirrus_TRAIN003_035.tiff,0.9992861151695251,0.0,1.0,0.0,131072,0,0,0,261957,166,0,21,130885,0,0,0
Cirrus_TRAIN003_036.tiff,0.9996069073677063,0.0,1.0,1.0,131072,0,0,0,262041,103,0,0,130969,0,0,0
Cirrus_TRAIN003_037.tiff,0.9994427561759949,0.0,1.0,1.0,131072,0,0,0,261998,146,0,0,130926,0,0,0
Cirrus_TRAIN003_038.tiff,0.9984832406044006,0.0,0.0,0.0,131072,0,0,0,261747,310,2,85,130675,0,0,0
Cirrus_TRAIN003_039.tiff,0.9976100921630859,0.0,1.0,0.0,131072,0,0,0,261519,578,0,47,130447,0,0,0
Cirrus_TRAIN003_040.tiff,0.9998206496238708,1.0,1.0,0.0,131072,0,0,0,262097,0,0,47,131025,0,0,0
Cirrus_TRAIN003_041.tiff,0.9987280964851379,0.0,0.0,0.0,131072,0,0,0,261811,278,2,53,130739,0,0,0
Cirrus_TRAIN003_042.tiff,0.9998550415039062,0.0,1.0,0.0,131072,0,0,0,262106,8,0,30,131034,0,0,0
Cirrus_TRAIN003_043.tiff,0.9992402791976929,0.0,1.0,0.0,131072,0,0,0,261945,84,0,115,130873,0,0,0
Cirrus_TRAIN003_044.tiff,0.9990530610084534,0.0,0.0,0.0,131072,0,0,0,261896,86,15,147,130824,0,0,0
Cirrus_TRAIN003_045.tiff,0.9985176920890808,0.0,0.0,0.0,131072,0,0,0,261756,135,77,176,130684,0,0,0
Cirrus_TRAIN003_046.tiff,0.9977864027023315,0.0,1.0,0.0,131072,0,0,0,261565,146,0,433,130493,0,0,0
Cirrus_TRAIN003_047.tiff,0.9963589906692505,0.0,1.0,0.0,131072,0,0,0,261193,238,0,713,130121,0,0,0
Cirrus_TRAIN003_048.tiff,0.9971461296081543,0.0,0.0,0.0,131072,0,0,0,261398,198,44,504,130326,0,0,0
Cirrus_TRAIN003_049.tiff,0.9987624883651733,0.0,1.0,0.0,131072,0,0,0,261820,145,0,179,130748,0,0,0
Cirrus_TRAIN003_050.tiff,0.9934108257293701,0.0,0.0,0.0,131072,0,0,0,260428,123,577,1016,129356,0,0,0
Cirrus_TRAIN003_051.tiff,0.9971921443939209,0.0,0.0,0.0,131072,0,0,0,261410,347,154,233,130338,0,0,0
Cirrus_TRAIN003_052.tiff,0.9939555525779724,0.0,0.0,0.0,131072,0,0,0,260569,714,194,667,129497,0,0,0
Cirrus_TRAIN003_053.tiff,0.9938976168632507,0.0,0.0,0.0,131072,0,0,0,260554,529,420,641,129482,0,0,0
Cirrus_TRAIN003_054.tiff,0.986877977848053,0.2639109790325165,0.0,0.0,130884,188,0,0,258421,1258,1604,861,127515,166,0,0
Cirrus_TRAIN003_055.tiff,0.9933623671531677,0.17423678934574127,0.0,0.0,130912,160,0,0,260183,1343,439,179,129228,117,0,0
Cirrus_TRAIN003_056.tiff,0.967956006526947,0.13031473755836487,0.0,0.0,130842,230,0,0,253776,1811,3697,2860,122822,118,0,0
Cirrus_TRAIN003_057.tiff,0.9717227816581726,0.08637873828411102,0.0,0.0,131020,52,0,0,254834,1204,3801,2305,123814,52,0,0
Cirrus_TRAIN003_058.tiff,0.9602617621421814,0.0,0.0,0.0,131072,0,0,0,252125,306,7151,2562,121053,0,0,0
Cirrus_TRAIN003_059.tiff,0.948340117931366,0.3021658658981323,0.0,0.0,130685,387,0,0,248723,1893,8788,2740,117937,286,0,0
Cirrus_TRAIN003_060.tiff,0.9781639575958252,0.4892546832561493,0.0,0.0,130485,587,0,0,255495,2187,2980,1482,124958,535,0,0
Cirrus_TRAIN003_061.tiff,0.9858332276344299,0.49624812602996826,0.0,0.0,130463,609,0,0,257504,1999,1651,990,126928,496,0,0
Cirrus_TRAIN003_062.tiff,0.9654255509376526,0.586569607257843,0.0,0.0,130141,931,0,0,251949,2472,4633,3090,121619,725,0,0
Cirrus_TRAIN003_063.tiff,0.9729195237159729,0.3666899800300598,0.0,0.0,130788,284,0,0,254722,1429,4232,1761,123912,262,0,0
Cirrus_TRAIN003_064.tiff,0.9651594161987305,0.1990642249584198,0.0,0.0,130702,370,0,0,252866,2351,2063,4864,122028,234,0,0
Cirrus_TRAIN003_065.tiff,0.9534780383110046,0.28490352630615234,0.0,0.0,130743,329,0,0,250011,1762,7477,2894,119190,251,0,0
Cirrus_TRAIN003_066.tiff,0.9690273404121399,0.36466696858406067,0.0,0.0,130491,581,0,0,253514,2117,3082,3431,122831,386,0,0
Cirrus_TRAIN003_067.tiff,0.9713022708892822,0.5414721965789795,0.0,0.0,130210,862,0,0,253365,2785,2589,3405,123047,754,0,0
Cirrus_TRAIN003_068.tiff,0.995815634727478,0.6768905520439148,0.0,0.0,130280,792,0,0,259777,1891,391,85,129345,640,0,0
Cirrus_TRAIN003_069.tiff,0.9890131950378418,0.4892086386680603,0.0,0.0,130499,573,0,0,258219,2224,839,862,127691,544,0,0
Cirrus_TRAIN003_070.tiff,0.9954012036323547,0.6098406314849854,0.0,0.0,130610,462,0,0,260068,1443,421,212,129436,440,0,0
Cirrus_TRAIN003_071.tiff,0.9938058257102966,0.5051268339157104,0.0,0.0,130593,479,0,0,259600,1853,230,461,128996,468,0,0
Cirrus_TRAIN003_072.tiff,0.9674447774887085,0.4805031418800354,0.0,0.0,130672,400,0,0,253139,1590,2968,4447,122449,382,0,0
Cirrus_TRAIN003_073.tiff,0.9608964920043945,0.0,0.0,0.0,131072,0,0,0,252279,1479,4761,3625,121207,0,0,0
Cirrus_TRAIN003_074.tiff,0.9950336813926697,0.10479375720024109,0.0,0.0,131025,47,0,0,260755,897,267,225,129730,47,0,0
Cirrus_TRAIN003_075.tiff,0.9704909920692444,0.2470119595527649,0.0,0.0,130912,160,0,0,254329,1255,4701,1859,123412,155,0,0
Cirrus_TRAIN003_076.tiff,0.9721698760986328,0.30153846740722656,0.0,0.0,130925,147,0,0,254760,975,4226,2183,123835,147,0,0
Cirrus_TRAIN003_077.tiff,0.9691775441169739,0.42276424169540405,0.0,0.0,130646,426,0,0,253646,1599,4683,2216,122914,338,0,0
Cirrus_TRAIN003_078.tiff,0.9791524410247803,0.3668069839477539,0.0,0.0,130764,308,0,0,256193,1663,2654,1634,125426,305,0,0
Cirrus_TRAIN003_079.tiff,0.9934853911399841,0.29964157938957214,0.0,0.0,130824,248,0,0,260032,1395,399,318,129169,209,0,0
Cirrus_TRAIN003_080.tiff,0.9766103029251099,0.4845360815525055,0.0,0.0,130585,487,0,0,255326,1746,3795,1277,124677,423,0,0
Cirrus_TRAIN003_081.tiff,0.979868471622467,0.3027718663215637,0.0,0.0,130726,346,0,0,256414,1876,1763,2091,125626,284,0,0
Cirrus_TRAIN003_082.tiff,0.9955372214317322,0.37268292903900146,0.0,0.0,130869,203,0,0,260599,1025,406,114,129718,191,0,0
Cirrus_TRAIN003_083.tiff,0.9742355346679688,0.3192090392112732,0.0,0.0,130806,266,0,0,255119,1416,2934,2675,124273,226,0,0
Cirrus_TRAIN003_084.tiff,0.9961953163146973,0.4795454442501068,0.0,0.0,130810,262,0,0,260730,880,212,322,129869,211,0,0
Cirrus_TRAIN003_085.tiff,0.9913384914398193,0.24171540141105652,0.0,0.0,130998,74,0,0,259770,513,640,1221,128760,62,0,0
Cirrus_TRAIN003_086.tiff,0.9929003715515137,0.0,0.0,0.0,131072,0,0,0,260296,588,263,997,129224,0,0,0
Cirrus_TRAIN003_087.tiff,0.9866794347763062,0.0,0.0,0.0,131072,0,0,0,258698,387,410,2649,127626,0,0,0
Cirrus_TRAIN003_088.tiff,0.9892581105232239,0.0,0.0,0.0,131072,0,0,0,259358,329,1170,1287,128286,0,0,0
Cirrus_TRAIN003_089.tiff,0.9889657497406006,0.0,0.0,0.0,131072,0,0,0,259283,623,1645,593,128211,0,0,0
Cirrus_TRAIN003_090.tiff,0.9679857492446899,0.0,0.0,0.0,131072,0,0,0,254012,807,5730,1595,122940,0,0,0
Cirrus_TRAIN003_091.tiff,0.9925094842910767,0.0,0.0,0.0,131072,0,0,0,260195,395,1186,368,129123,0,0,0
Cirrus_TRAIN003_092.tiff,0.994106113910675,0.0,0.0,0.0,131072,0,0,0,260608,201,976,359,129536,0,0,0
Cirrus_TRAIN003_093.tiff,0.9962514042854309,0.0,0.0,1.0,131072,0,0,0,261165,209,770,0,130093,0,0,0
