Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.42791989213124865 (0.3038327996264703),0.7209506479271671 (0.1598984594037586),0.6279217981805022 (0.2691442976508835)
Spectralis,0.5758043215664871 (0.25126940550390126),0.8545546183983485 (0.13961149588923213),0.6332033274169916 (0.28439576801677724)
Topcon,0.6550682918805825 (0.22047231782977297),0.7111491646668683 (0.11414773960262665),0.557846576696442 (0.21639486717201864)
