Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.39285714285714285 (0.49280538030458115),0.8508771929824561 (0.35778215897462873),0.921875 (0.2694226840434289)
TRAIN017,0.35365853658536583 (0.48104698621955666),0.8046875 (0.39799880801467535),0.7068965517241379 (0.4591609697352898)
TRAIN019,0.5434782608695652 (0.5008354224706334),0.9765625 (0.1518828677363284),0.984375 (0.12450690143095285)
TRAIN021,0.8658536585365854 (0.34290678724623735),0.8888888888888888 (0.3157348151855433),0.9375 (0.24301258837812542)
TRAIN023,0.9296875 (0.2566775528590926),0.515625 (0.5017194843185601),0.9056603773584906 (0.29368923928574087)
TRAIN025,0.42105263157894735 (0.5072572735017881),0.673469387755102 (0.47380354147934284),0.9 (0.3077935056255462)
TRAIN031,0.6938775510204082 (0.46565731465733207),0.7959183673469388 (0.4072055089639779),0.9090909090909091 (0.2919371040605712)
TRAIN035,0.2653061224489796 (0.44607128559988557),1.0 (0.0),0.5384615384615384 (0.5188745216627708)
TRAIN037,nan (nan),0.967741935483871 (0.1796053020267749),0.9387755102040817 (0.24222607082590245)
TRAIN053,0.2647058823529412 (0.4478110755198991),0.4117647058823529 (0.4970501217477084),0.7647058823529411 (0.43056154520204604)
TRAIN057,0.3046875 (0.46208350048159347),0.5510204081632653 (0.5025445456953674),0.7352941176470589 (0.4478110755198991)
TRAIN060,0.37777777777777777 (0.4875478144866783),0.7421875 (0.43914902946350703),0.2734375 (0.447474870626854)
TRAIN065,0.875 (0.33245498310218435),0.890625 (0.3133354972840896),0.9765625 (0.1518828677363284)
TRAIN070,0.6363636363636364 (0.4834937784152283),0.7578125 (0.4300905187640256),0.796875 (0.40390563722177425)
