Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.6211356310427468 (0.19327094639530273),0.7981235697990706 (0.13729811432310587),0.5851457834121634 (0.2944751486037069)
Spectralis,0.6786608653592652 (0.23183656521276672),0.8035217878910211 (0.21187085488876783),0.6662307959752825 (0.22876532775592093)
Topcon,0.6065834825532836 (0.19703261465023272),0.56821055690179 (0.21707611741652663),0.5271282546588631 (0.20177095011719973)
