Volume,dice_PED
TRAIN008,nan (nan)
TRAIN017,0.6331544737730708 (0.11592617088043039)
TRAIN019,nan (nan)
TRAIN021,nan (nan)
TRAIN023,0.6960462331771851 (0.11057291799626036)
TRAIN025,0.3912323171208645 (0.22275274187705718)
TRAIN031,0.6320180925540626 (0.18645269486679883)
TRAIN035,0.7566084948678812 (0.10967320841263542)
TRAIN037,nan (nan)
TRAIN053,0.8280079635850927 (0.1259246553676045)
TRAIN057,0.7210673223784629 (0.12280398614850283)
TRAIN060,nan (nan)
TRAIN065,nan (nan)
TRAIN070,nan (nan)
