,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Run066,0.576 (0.418),0.619 (0.162),0.555 (0.498),0.695 (0.353),0.682 (0.174),0.705 (0.458),0.661 (0.408),0.599 (0.182),0.686 (0.465),0.628 (0.406),0.628 (0.174),0.628 (0.484)
