,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Iteration23,0.63 (0.12),0.66 (0.08),0.62 (0.14),0.79 (0.06),0.81 (0.03),0.78 (0.08),0.83 (0.06),0.66 (0.06),0.85 (0.07),0.73 (0.05),0.70 (0.04),0.74 (0.07)
