Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.7920265026739799 (0.337663450807587),0.846375042857835 (0.35057150108758905),0.883036317085498 (0.2748881601414402)
Spectralis,0.7319997017252811 (0.3444308640260254),0.900612395788942 (0.25868833981690215),0.7327532665613963 (0.34314020350629854)
Topcon,0.6148774350702297 (0.4192389728017327),0.7577888385159894 (0.37657609375626416),0.6563285361044109 (0.41074437343108466)
