Volume,dice_IRF,dice_SRF,dice_PED
D2S1,0.3157894736842105 (0.47756693294091923),0.8666666666666667 (0.3518657752744984),0.5789473684210527 (0.5072572735017881)
D3S1,0.5789473684210527 (0.5072572735017881),0.6153846153846154 (0.5063696835418333),0.23529411764705882 (0.4372373160976031)
D4S1,0.8 (0.4140393356054125),0.631578947368421 (0.4955946277833521),0.3684210526315789 (0.4955946277833521)
D4S2,0.7333333333333333 (0.45773770821706344),0.3076923076923077 (0.48038446141526137),0.21052631578947367 (0.41885390829169555)
D5S2,0.15789473684210525 (0.3746343246326776),0.6666666666666666 (0.5163977794943222),0.0 (0.0)
D5S3,0.21052631578947367 (0.4188539082916955),1.0 (0.0),0.0 (0.0)
