Vendor,dice_IRF,dice_SRF,dice_PED
Cirrus,0.4970200543873943 (0.44336593809857),0.7825396720785648 (0.345020432389357),0.6093926379078767 (0.4397568769121149)
Spectralis,0.7629993180231173 (0.310249612542463),0.8507548369923417 (0.3148583143136127),0.8220744793512383 (0.3446617431805021)
Topcon,0.8319836921208272 (0.3088469266362791),0.9041586314727154 (0.26992265532573556),0.7992187044250646 (0.35894504318432047)
